,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
819,819,819.0,819.0,819.0,819.0,819.0,819.0,819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,277.7834,286.763,294.3846,300.3253,304.5216,307.1413,308.5168,309.0566,309.1586,309.1354,309.1628,309.2535,309.257,308.8865,307.7699,305.5223,301.8323,296.5455,289.7302,281.7027,472.0,472.0,1142.1835,110.68719999999983,110.68719999999983,29.06489999999997
820,820,820.0,820.0,820.0,820.0,820.0,820.0,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,266.0,473.0,0.0,386.4999,1246.885,29.151999999999987
821,821,821.0,821.0,821.0,821.0,821.0,821.0,821.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,267.3901,268.6237,269.6926,270.6001,271.3667,272.0357,272.6806,273.415,274.4067,275.8944,278.206,281.7705,287.1188,294.8658,305.6745,320.2094,339.1001,362.9512,392.4379,428.5425,283.0,472.0,386.4999,182.4962,860.3851,29.151999999999987
822,822,822.0,822.0,822.0,822.0,822.0,822.0,822.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,280.9657,279.2388,277.9005,277.0252,276.68,276.9294,277.8432,279.506,282.026,285.5401,290.2167,296.255,303.8839,313.3633,324.9922,339.1286,356.2275,376.9072,402.0609,433.0431,284.0,473.0,568.9961,96.6594,677.8889,29.151999999999987
823,823,823.0,823.0,823.0,823.0,823.0,823.0,823.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,282.7922,281.8844,281.3335,281.2012,281.5541,282.4644,284.0106,286.2795,289.3679,293.3856,298.4591,304.7364,312.3952,321.6536,332.7881,346.1598,362.2555,381.7514,405.6173,435.2923,472.0,472.0,665.6555,63.64340000000004,581.2295,29.151999999999987
824,824,824.0,824.0,824.0,824.0,824.0,824.0,824.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,429.2339,394.8432,367.1613,345.2536,328.4951,316.3473,308.2671,303.6976,302.1017,303.0078,306.0466,310.9732,317.6747,326.1698,336.6087,349.2816,364.6423,383.3582,406.4015,435.2125,337.0,272.0,729.2989,44.427299999999946,517.5861,29.151999999999987
825,825,825.0,825.0,825.0,825.0,825.0,825.0,825.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,331.4568,327.2047,323.7433,320.7346,318.0106,315.5527,313.4457,311.8174,310.776,310.3562,310.4804,310.9403,311.4016,311.4314,310.5491,308.2981,304.3296,298.4852,290.86,281.8261,472.0,471.0,773.7262,123.39150000000006,473.1588,29.151999999999987
826,826,826.0,826.0,826.0,826.0,826.0,826.0,826.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,432.6321,401.5002,376.6972,357.0337,341.6749,329.952,321.2799,315.142,311.111,308.8838,308.3143,309.4351,312.4603,317.769,325.8677,337.343,352.8213,372.9654,398.5463,430.6377,272.0,276.0,897.1177,70.24450000000002,349.7673,29.151999999999987
827,827,827.0,827.0,827.0,827.0,827.0,827.0,827.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,281.3544,289.9804,297.3153,303.0246,307.0305,309.4865,310.7109,311.102,311.0517,310.8726,310.7461,310.6954,310.5842,310.142,309.0135,306.8294,303.2904,298.2502,291.7785,284.1867,471.0,472.0,967.3622,107.79029999999987,279.5228,29.151999999999987
828,828,828.0,828.0,828.0,828.0,828.0,828.0,828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,430.5425,398.354,372.6729,352.4223,336.8223,325.1953,316.8948,311.3119,307.9206,306.3338,306.3469,307.9629,311.3912,317.023,325.3859,337.0897,352.7813,373.1407,398.9538,431.3113,269.0,273.0,1075.1525,60.740400000000136,171.73250000000007,29.151999999999987
829,829,829.0,829.0,829.0,829.0,829.0,829.0,829.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,278.5172,287.2618,294.6882,300.4777,304.5665,307.1191,308.4613,308.9944,309.1081,309.1078,309.1632,309.2818,309.3096,308.9573,307.8513,305.6065,301.9111,296.6119,289.7781,281.7279,473.0,473.0,1135.8929,110.99209999999994,110.99209999999994,29.151999999999987
830,830,830.0,830.0,830.0,830.0,830.0,830.0,830.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,268.0,472.0,0.0,385.7663,1595.2441,-20.0
831,831,831.0,831.0,831.0,831.0,831.0,831.0,831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,268.995,269.8783,270.6457,271.3023,271.8674,272.3804,272.9089,273.559,274.4906,275.9349,278.2125,281.7463,287.0613,294.7676,305.5237,319.99,338.7924,362.5309,391.8744,427.7932,282.0,473.0,385.7663,181.49890000000005,1209.4778,-21.669600000000003
832,832,832.0,832.0,832.0,832.0,832.0,832.0,832.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,280.2365,278.7486,277.6102,276.8914,276.659,276.9806,277.9323,279.6065,282.1198,285.6174,290.2753,296.2993,303.9242,313.4153,325.0768,339.2711,356.4573,377.2582,402.5724,433.7643,288.0,473.0,567.2652,95.31919999999992,1027.9788999999998,-18.219400000000007
833,833,833.0,833.0,833.0,833.0,833.0,833.0,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,285.9734,284.35,283.191,282.5595,282.5181,283.1298,284.46,286.5799,289.5709,293.5288,298.5682,304.8278,312.4781,321.7325,332.8637,346.2304,362.3179,381.8019,405.6527,435.3105,340.0,272.0,662.5844,52.95310000000006,932.6597,-13.3202
834,834,834.0,834.0,834.0,834.0,834.0,834.0,834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,327.9788,317.8793,309.6514,303.2601,298.647,295.711,294.3039,294.2337,295.2694,297.1403,299.5316,302.0778,304.3611,305.9245,306.3031,305.0788,301.9503,296.8072,289.7886,281.3036,317.0,272.0,715.5375,130.72180000000003,879.7065999999999,-2.088999999999998
835,835,835.0,835.0,835.0,835.0,835.0,835.0,835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,311.8049,307.5777,304.1425,301.365,299.1454,297.4081,296.0892,295.1233,294.4334,293.9248,293.4851,292.9886,292.3059,291.3152,289.9146,288.034,285.6438,282.7608,279.449,275.8152,260.0,272.0,846.2593,216.95849999999984,748.9847999999998,-1.8419000000000096
836,836,836.0,836.0,836.0,836.0,836.0,836.0,836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,266.0821,271.6528,276.5036,280.5003,283.5944,285.8167,287.2573,288.0389,288.2913,288.131,287.65,286.9118,285.9546,284.7974,283.4487,281.9137,280.2004,278.324,276.3086,274.1872,254.0,473.0,1063.2178,253.0603000000001,532.0263,-14.983299999999986
837,837,837.0,837.0,837.0,837.0,837.0,837.0,837.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,259.0094,263.5886,267.6826,271.2574,274.3079,276.8643,278.9992,280.8362,282.5615,284.4388,286.8253,290.1817,295.0729,302.1496,312.1132,325.6692,343.4911,366.2278,394.5952,429.605,299.0,473.0,1316.2781,130.7252000000001,278.9659999999999,-25.58569999999997
838,838,838.0,838.0,838.0,838.0,838.0,838.0,838.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,294.1098,289.9659,286.6715,284.3028,282.8986,282.4646,282.9892,284.4642,286.9064,290.3736,294.9732,300.8645,308.257,317.4093,328.6326,342.3064,358.9131,379.1007,403.7911,434.3668,331.0,336.0,1447.0033,56.02710000000002,148.2407999999998,-21.73539999999997
839,839,839.0,839.0,839.0,839.0,839.0,839.0,839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,320.9565,312.503,305.597,300.2129,296.3162,293.8495,292.7295,292.8477,294.0739,296.2566,299.2206,302.7653,306.6667,310.6899,314.6141,318.2719,321.5972,324.672,327.7617,331.3256,317.0,272.0,1503.0304,92.2136999999998,92.2136999999998,-12.200500000000034
840,840,840.0,840.0,840.0,840.0,840.0,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,314.0,332.0,0.0,406.356,1246.973,2.5804999999999723
841,841,841.0,841.0,841.0,841.0,841.0,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,305.6923,298.4609,292.3103,287.2306,283.1794,280.078,277.8207,276.2933,275.3948,275.0576,275.2631,276.0497,277.5139,279.8004,283.0856,287.5531,293.3684,300.6572,309.4978,319.9322,264.0,408.0,406.356,279.602,840.617,2.5804999999999723
842,842,842.0,842.0,842.0,842.0,842.0,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,267.2979,270.256,272.7517,274.7233,276.1835,277.2181,277.9745,278.6459,279.4568,280.6542,282.5043,285.2941,289.3324,294.9479,302.4818,312.2761,324.6664,339.9882,358.6139,381.0334,305.0,473.0,685.958,169.03740000000005,561.015,2.5804999999999723
843,843,843.0,843.0,843.0,843.0,843.0,843.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,299.0293,293.9196,289.7275,286.4937,284.2329,282.9363,282.5853,283.171,284.7162,287.293,291.0355,296.146,302.8939,311.611,322.6849,336.5584,353.7456,374.8801,400.8189,432.8399,251.0,472.0,854.9954,87.17439999999999,391.9776,2.5804999999999723
844,844,844.0,844.0,844.0,844.0,844.0,844.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,257.3288,263.1114,268.258,272.7504,276.6547,280.1176,283.3498,286.6035,290.1495,294.2602,299.2008,305.2281,312.5986,321.5824,332.4852,345.6791,361.6481,381.0548,404.847,434.434,352.0,307.0,942.1698,60.240099999999984,304.80319999999995,2.5804999999999723
845,845,845.0,845.0,845.0,845.0,845.0,845.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,336.4948,323.433,312.7952,304.5662,298.6742,294.9655,293.2088,293.118,294.3769,296.658,299.6302,302.9572,306.2959,309.3015,311.6484,313.0684,313.4021,312.6524,311.0248,308.9389,330.0,471.0,1002.4099,80.46040000000005,244.5631,2.5804999999999723
846,846,846.0,846.0,846.0,846.0,846.0,846.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,322.1919,315.7544,310.478,306.2119,302.8536,300.3396,298.6385,297.7487,297.7023,298.5772,300.5141,303.7346,308.554,315.3827,324.7151,337.1082,353.1678,373.5644,399.1145,430.9723,280.0,473.0,1082.8703,37.94380000000001,164.1026999999999,2.5804999999999723
847,847,847.0,847.0,847.0,847.0,847.0,847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,282.7796,285.5135,288.0439,290.2841,292.2321,293.97,295.6507,297.4783,299.6887,302.5338,306.2718,311.165,317.4838,325.517,335.5895,348.0888,363.5074,382.5077,406.0296,435.4696,348.0,472.0,1120.8141,30.47699999999986,126.1588999999999,2.5804999999999723
848,848,848.0,848.0,848.0,848.0,848.0,848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,335.2142,324.61,316.0752,309.5238,304.8562,301.9452,300.6431,300.8016,302.2949,305.0404,309.0135,314.2546,320.8735,329.0539,339.0613,351.2623,366.1576,384.4393,407.0889,435.5439,339.0,274.0,1151.2911,16.24700000000007,95.68190000000004,2.5804999999999723
849,849,849.0,849.0,849.0,849.0,849.0,849.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,330.0089,322.7042,316.8554,312.2966,308.9073,306.5966,305.2849,304.8866,305.2901,306.3391,307.8144,309.4236,310.7998,311.5179,311.1318,309.232,305.5186,299.8774,292.4389,283.6015,366.0,416.0,1167.5381,79.43489999999997,79.43489999999997,2.5804999999999723
850,850,850.0,850.0,850.0,850.0,850.0,850.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,321.0,312.0,0.0,412.4049,1341.2426,11.088899999999969
851,851,851.0,851.0,851.0,851.0,851.0,851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,311.2383,302.7628,295.5641,289.6212,284.8777,281.235,278.5607,276.7076,275.5359,274.9334,274.8304,275.2076,276.0956,277.5677,279.7261,282.683,286.5412,291.3763,297.2284,304.1053,259.0,388.0,412.4049,305.30730000000005,928.8377,11.088899999999969
852,852,852.0,852.0,852.0,852.0,852.0,852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,263.5075,267.5355,270.9236,273.5864,275.5285,276.8409,277.6855,278.2735,278.8458,279.6599,280.9855,283.105,286.3156,290.9286,297.2611,305.6238,316.3071,329.5799,345.7101,365.0217,310.0,471.0,717.7122,194.9219,623.5304,11.088899999999969
853,853,853.0,853.0,853.0,853.0,853.0,853.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,302.8366,296.6822,291.592,287.6012,284.7115,282.8925,282.0984,282.2921,283.472,285.6944,289.0895,293.8683,300.3207,308.8063,319.7415,333.5911,350.8752,372.2104,398.4112,430.6863,252.0,470.0,912.6341,93.58180000000004,428.6085000000001,11.088899999999969
854,854,854.0,854.0,854.0,854.0,854.0,854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,258.1813,263.8182,268.8088,273.1268,276.8356,280.0845,283.0905,286.1149,289.4385,293.3438,298.1043,303.9836,311.2416,320.1486,331.0062,344.1782,360.1346,379.5183,403.2496,432.7004,296.0,434.0,1006.2159,71.28039999999999,335.0267,11.088899999999969
855,855,855.0,855.0,855.0,855.0,855.0,855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,292.2319,289.1496,286.8736,285.4923,285.0512,285.5542,286.9758,289.278,292.4268,296.4054,301.222,306.9145,313.5539,321.2524,330.1765,340.5703,352.7884,367.3414,384.9583,406.6781,431.0,473.0,1077.4963,54.328700000000026,263.7463,11.088899999999969
856,856,856.0,856.0,856.0,856.0,856.0,856.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,398.7547,372.4106,351.045,334.1057,321.183,311.8889,305.8147,302.5383,301.659,302.8374,305.8286,310.5029,316.8541,324.9997,335.1781,347.751,363.2196,382.2679,405.8526,435.375,336.0,360.0,1131.825,27.79099999999994,209.4176,11.088899999999969
857,857,857.0,857.0,857.0,857.0,857.0,857.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,329.7207,324.7962,320.8133,317.4915,314.6861,312.3723,310.6122,309.5126,309.1824,309.6973,311.0767,313.2754,316.1903,319.6822,323.6114,327.8826,332.496,337.5945,343.4997,350.7299,262.0,473.0,1159.616,39.73659999999995,181.62660000000005,11.088899999999969
858,858,858.0,858.0,858.0,858.0,858.0,858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,269.7705,276.9885,283.3891,288.8157,293.2374,296.7432,299.5202,301.8247,303.9567,306.2435,309.0353,312.7086,317.6751,324.389,333.3499,345.1047,360.2581,379.5107,403.7519,434.2488,320.0,273.0,1199.3526,26.3243,141.8900000000001,11.088899999999969
859,859,859.0,859.0,859.0,859.0,859.0,859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,313.1517,307.5757,303.2701,300.2146,298.3507,297.5776,297.7584,298.7316,300.3174,302.3165,304.5006,306.599,308.2896,309.2036,308.9512,307.1713,303.5985,298.1376,290.9221,282.3388,175.0,471.0,1225.6769,115.5657000000001,115.5657000000001,11.088899999999969
860,860,860.0,860.0,860.0,860.0,860.0,860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,394.0,471.0,0.0,352.2095,1268.3176,19.113499999999988
861,861,861.0,861.0,861.0,861.0,861.0,861.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,368.3837,346.7953,328.786,314.0707,302.3969,293.4823,287.0087,282.6551,280.1495,279.3241,280.1588,282.8054,287.5872,294.9723,305.5245,319.8437,338.5185,362.1256,391.3169,427.0459,251.0,471.0,352.2095,105.5007,916.1081,19.113499999999988
862,862,862.0,862.0,862.0,862.0,862.0,862.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,259.6891,267.5018,274.0839,279.2569,283.047,285.6707,287.4917,288.9626,290.5676,292.7775,296.0227,300.6828,307.0921,315.5561,326.377,339.89,356.5139,376.8253,401.6737,432.3676,274.0,369.0,457.7102,69.81600000000003,810.6074000000001,19.113499999999988
863,863,863.0,863.0,863.0,863.0,863.0,863.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,275.1593,276.4025,277.7873,279.3636,281.1731,283.2537,285.6424,288.3789,291.5037,295.0522,299.0472,303.4901,308.3597,313.6196,319.2391,325.227,331.674,338.7974,346.9783,356.7874,198.0,472.0,527.5262,121.26249999999992,740.7914000000001,19.113499999999988
864,864,864.0,864.0,864.0,864.0,864.0,864.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,214.0301,228.6688,241.6657,252.9029,262.4101,270.3514,276.9956,282.6786,287.7724,292.6646,297.752,303.4458,310.181,318.4264,328.6907,341.5279,357.5514,377.4753,402.2082,433.0418,335.0,473.0,648.7887,115.5244,619.5289000000001,19.113499999999988
865,865,865.0,865.0,865.0,865.0,865.0,865.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,321.2089,309.4497,299.9391,292.8237,288.1229,285.7185,285.3852,286.8449,289.8269,294.1179,299.5946,306.2379,314.134,323.4699,334.5315,347.7115,363.5361,382.7185,406.257,435.6079,429.0,471.0,764.3131,46.65219999999999,504.0045000000001,19.113499999999988
866,866,866.0,866.0,866.0,866.0,866.0,866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,397.8169,372.3646,351.6903,335.2198,322.5492,313.3289,307.2139,303.8566,302.9245,304.1257,307.2329,312.1009,318.6783,327.016,337.2764,349.7513,364.8912,383.3587,406.1197,434.6042,320.0,360.0,810.9653,24.80600000000004,457.3523000000001,19.113499999999988
867,867,867.0,867.0,867.0,867.0,867.0,867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,317.2987,315.416,313.9742,312.7258,311.5658,310.5182,309.7009,309.2791,309.4174,310.2411,311.8098,314.1094,317.059,320.5351,324.4085,328.592,333.0922,338.0578,343.8159,350.89,438.0,274.0,835.7713,71.45669999999996,432.5463000000001,19.113499999999988
868,868,868.0,868.0,868.0,868.0,868.0,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,406.5664,381.317,361.0603,345.0194,332.6089,323.3135,316.6358,312.0842,309.181,307.4734,306.5389,305.9848,305.4441,304.5757,303.0723,300.6819,297.2365,292.6847,287.1163,280.7675,381.0,274.0,907.228,167.0010000000001,361.0896000000001,19.113499999999988
869,869,869.0,869.0,869.0,869.0,869.0,869.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,365.5702,353.1808,343.0736,334.6909,327.6334,321.6243,316.4743,312.0482,308.237,304.9371,302.0394,299.4268,296.9785,294.578,292.1231,289.5345,286.7627,283.7916,280.6385,277.351,360.0,274.0,1074.229,194.08860000000004,194.08860000000004,19.113499999999988
870,870,870.0,870.0,870.0,870.0,870.0,870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,397.0,472.0,0.0,351.77,777.0899,2.945899999999994
871,871,871.0,871.0,871.0,871.0,871.0,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,370.7023,348.5689,330.1191,315.0498,303.0967,293.9678,287.3357,282.8697,280.289,279.418,280.2302,282.8732,287.6681,295.0827,305.6815,320.0661,338.8278,362.5467,391.881,427.7956,249.0,471.0,351.77,104.255,425.3199,2.945899999999994
872,872,872.0,872.0,872.0,872.0,872.0,872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,258.1819,266.4353,273.3911,278.8633,282.8779,285.658,287.5784,289.1046,290.734,292.9491,296.189,300.8394,307.2379,315.6909,326.5,339.9995,356.607,376.8987,401.7242,432.3933,368.0,473.0,456.025,60.26990000000001,321.0649,2.945899999999994
873,873,873.0,873.0,873.0,873.0,873.0,873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,349.4342,333.8797,321.1784,311.2241,303.8858,298.9781,296.2684,295.5087,296.4736,298.9935,302.9759,308.414,315.3872,324.0594,334.6815,347.6052,363.3139,382.4807,406.0689,435.5063,309.0,473.0,516.2949,25.23670000000004,260.795,2.945899999999994
874,874,874.0,874.0,874.0,874.0,874.0,874.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,306.3645,304.4112,302.9475,301.8571,301.1082,300.7459,300.8759,301.6417,303.2043,305.7278,309.3741,314.3065,320.701,328.7648,338.7605,351.0376,366.0772,384.5557,407.4462,436.1895,302.0,310.0,541.5316,12.14199999999994,235.55829999999992,2.945899999999994
875,875,875.0,875.0,875.0,875.0,875.0,875.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,300.1161,298.8428,298.093,297.8071,297.9531,298.5214,299.5167,300.9442,302.7944,305.0248,307.5445,310.2032,312.7902,315.0486,316.7063,317.5249,317.3592,316.2166,314.3016,312.0293,315.0,471.0,553.6736,59.87040000000002,223.4163,2.945899999999994
876,876,876.0,876.0,876.0,876.0,876.0,876.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,309.9836,305.9707,302.8686,300.5982,299.0854,298.2609,298.0661,298.4648,299.4604,301.1154,303.5716,307.0669,311.9436,318.646,327.7038,339.7091,355.301,375.1803,400.1904,431.5062,295.0,471.0,613.544,33.38340000000005,163.54589999999996,2.945899999999994
877,877,877.0,877.0,877.0,877.0,877.0,877.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,294.3062,294.0176,294.0386,294.3118,294.8241,295.6072,296.7339,298.312,300.4781,303.3928,307.2384,312.2195,318.567,326.5463,336.4711,348.727,363.8093,382.3847,405.3929,434.2191,336.0,473.0,646.9274,27.39209999999992,130.1624999999999,2.945899999999994
