,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
1101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,396.0326,367.8668,344.5851,325.6373,310.5962,299.0303,290.4607,284.3752,280.2688,277.6883,276.2669,275.7404,275.9469,276.8132,278.3323,280.5371,283.4739,287.1817,291.6778,296.9569,443.0,272.0,399.8318,314.12629999999996,1461.3536,28.083500000000015
1102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,410.3411,383.9098,362.2186,344.3069,329.5235,317.3979,307.5635,299.7118,293.5666,288.8695,285.373,282.8373,281.0303,279.73,278.731,277.8532,276.9533,275.9353,274.7565,273.4272,439.0,275.0,713.9581,318.7061,1147.2273,28.083500000000015
1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,409.0163,384.9771,365.3786,349.2083,335.7617,324.5335,315.1495,307.3223,300.8218,295.4557,291.058,287.4818,284.5956,282.2824,280.4389,278.9753,277.8143,276.8897,276.1448,275.5299,267.0,400.0,1032.6642,228.46990000000005,828.5212000000001,28.083500000000015
1104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,276.0769,284.3288,291.1866,296.2929,299.5325,301.0162,301.0328,299.9877,298.3465,296.5947,295.2175,294.6942,295.5011,298.1111,302.9831,310.5415,321.1533,335.1179,352.6912,374.1623,284.0,406.0,1261.1341,98.87689999999998,600.0513000000001,28.083500000000015
1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,284.8039,285.7725,286.8311,287.9193,288.9977,290.0549,291.1157,292.2463,293.5566,295.199,297.363,300.2675,304.1522,309.27,315.8837,324.2677,334.7204,347.5888,363.3118,382.4908,428.0,271.0,1360.011,91.7971,501.1744000000001,28.083500000000015
1106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,396.5647,370.8479,349.9452,333.2936,320.4535,310.9927,304.4443,300.309,298.0776,297.2538,297.366,297.9667,298.6276,298.9372,298.5115,297.0213,294.2338,290.0583,284.5824,278.0829,276.0,406.0,1451.8081,130.23430000000008,409.3773000000001,28.083500000000015
1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,282.0209,287.5793,292.2482,295.7647,298.0539,299.214,299.4754,299.1484,298.5773,298.1116,298.096,298.8773,300.8175,304.3035,309.7439,317.5542,328.1342,341.8572,359.0885,380.257,283.0,409.0,1582.0424,76.47329999999988,279.14300000000003,28.083500000000015
1108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,284.0572,285.2577,286.5315,287.8273,289.1184,290.4079,291.7329,293.1662,294.8163,296.8243,299.3605,302.6189,306.8124,312.1706,318.94,327.3904,337.8295,350.6293,366.2704,385.4112,427.0,273.0,1658.5157,80.39510000000018,202.66970000000015,28.083500000000015
1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,395.8534,370.3794,349.695,333.2496,320.6105,311.3489,304.9983,301.0577,299.015,298.3701,298.6469,299.394,300.1797,300.5906,300.2428,298.8093,296.0617,291.9165,286.471,280.014,272.0,403.0,1738.9108,122.27459999999996,122.27459999999996,28.083500000000015
1110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,431.0,303.0,0.0,399.8225,1850.0062,27.751800000000003
1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,396.7953,368.4459,345.0189,325.9556,310.8238,299.1881,290.5667,284.4439,280.3118,277.7143,276.282,275.7489,275.9515,276.8156,278.3335,280.5376,283.4742,287.1818,291.6779,296.9569,442.0,273.0,399.8225,313.43640000000005,1450.1837,27.751800000000003
1112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,409.6129,383.3931,361.8681,344.0854,329.3988,317.3424,307.5546,299.7321,293.6043,288.9183,285.4318,282.9101,281.1255,279.8606,278.9142,278.1099,277.3075,276.4126,275.3832,274.2288,437.0,273.0,713.2589,316.9686999999999,1136.7473,27.751800000000003
1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,407.4949,383.82,364.5058,348.56,335.2908,324.2018,314.9256,307.18,300.7386,295.4115,291.0327,287.4533,284.5375,282.1616,280.2147,278.5988,277.2299,276.0378,274.9651,273.9654,269.0,403.0,1030.2276,229.08370000000014,819.7786000000001,27.751800000000003
1114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,277.6098,285.4488,291.9577,296.7834,299.8091,301.139,301.0524,299.9441,298.2704,296.5101,295.1454,294.6574,295.5287,298.2417,303.2677,311.0441,321.9502,336.2968,354.3514,376.4197,283.0,408.0,1259.3113,97.32099999999991,590.6949,27.751800000000003
1115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,284.053,285.2401,286.4813,287.7142,288.9005,290.0341,291.147,292.3145,293.6557,295.3311,297.5371,300.4976,304.4561,309.668,316.3979,324.9227,335.5445,348.6169,364.5899,384.0831,428.0,274.0,1356.6323,89.28279999999995,493.37390000000005,27.751800000000003
1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,396.5519,370.8247,349.9169,333.2672,320.4375,310.9962,304.4763,300.3787,298.1946,297.4292,297.613,298.3028,299.0755,299.5263,299.2787,298.0117,295.5003,291.6605,286.5845,280.551,277.0,405.0,1445.9151,126.61860000000001,404.0911000000001,27.751800000000003
1117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,282.8225,288.2086,292.7345,296.1387,298.346,299.4532,299.6876,299.3556,298.7969,298.3552,298.3688,299.1767,301.1317,304.6104,310.0112,317.7399,328.1898,341.7299,358.7247,379.6034,286.0,406.0,1572.5337,74.86650000000009,277.4725000000001,27.751800000000003
1118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,286.4933,287.2026,288.0584,289.0077,290.0199,291.0913,292.2498,293.5573,295.1104,297.0382,299.4988,302.674,306.765,311.9898,318.5835,326.8049,336.9509,349.3817,364.5632,383.1319,427.0,274.0,1647.4002,80.57330000000002,202.606,27.751800000000003
1119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,395.9571,370.5793,349.9752,333.5871,320.978,311.718,305.3432,301.3576,299.2555,298.5436,298.7528,299.4393,300.1792,300.5676,300.2293,298.8459,296.1956,292.1985,286.9511,280.7367,272.0,404.0,1727.9735,122.03269999999998,122.03269999999998,27.751800000000003
1120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,431.0,305.0,0.0,398.9439,1611.3264,22.17040000000003
1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,396.7953,368.446,345.0192,325.9562,310.825,299.1906,290.5716,284.4534,280.3294,277.7459,276.3366,275.8399,276.0978,277.0425,278.6735,281.0298,284.1638,288.1186,292.9145,298.5474,442.0,273.0,398.9439,310.62059999999997,1212.3825,22.17040000000003
1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,409.6148,383.3973,361.8755,344.0974,329.4174,317.3704,307.5952,299.7894,293.6825,289.0214,285.5632,283.0713,281.3152,280.074,279.142,278.339,277.5215,276.5939,275.5151,274.2983,288.0,409.0,709.5645,238.33450000000005,901.7619,22.17040000000003
1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,292.1161,295.9639,299.0363,301.0026,301.7379,301.3131,299.9562,298.0018,295.8432,293.8992,292.5974,292.3718,293.6669,296.9365,302.6321,311.181,322.9613,338.2938,357.4705,380.8446,286.0,406.0,947.899,99.90440000000001,663.4273999999999,22.17040000000003
1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,286.7616,287.6797,288.6353,289.5434,290.3625,291.1002,291.8135,292.6071,293.6269,295.052,297.0861,299.9479,303.8644,309.0659,315.7871,324.2745,334.8035,347.7069,363.421,382.5552,426.0,276.0,1047.8034,89.7775999999999,563.5229999999999,22.17040000000003
1125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,395.1604,369.923,349.4035,333.0473,320.4204,311.0989,304.6283,300.5255,298.3004,297.4765,297.6023,298.25,299.0106,299.4917,299.3284,298.2091,295.916,292.3688,287.659,282.0596,278.0,406.0,1137.581,125.85340000000019,473.7454,22.17040000000003
1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,283.5965,288.7851,293.1466,296.4214,298.5331,299.575,299.7695,299.418,298.8556,298.4232,298.4568,299.295,301.2905,304.8201,310.2827,318.0846,328.62,342.2611,359.3773,380.4073,286.0,408.0,1263.4344,73.63469999999984,347.8919999999998,22.17040000000003
1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,286.524,287.2614,288.1405,289.1073,290.1313,291.21,292.3735,293.6866,295.2488,297.1922,299.6782,302.8917,307.0376,312.3378,319.0319,327.3841,337.6974,350.3401,365.7887,384.696,428.0,274.0,1337.0691,79.06380000000013,274.2573,22.17040000000003
1128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,396.7323,371.1836,350.4479,333.959,321.275,311.9625,305.5545,301.5519,299.4461,298.7406,298.9634,299.6671,300.424,300.8252,300.4916,299.1006,296.4279,292.392,287.0904,280.8098,274.0,403.0,1416.1329,121.2011,195.19349999999986,22.17040000000003
1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,280.5424,286.5715,291.6558,295.5308,298.1233,299.536,300.0043,299.8435,299.4014,299.0278,299.0646,299.8518,301.7411,305.106,310.3411,317.8485,328.0175,341.2141,357.7979,378.1887,283.0,407.0,1537.334,73.99239999999986,73.99239999999986,22.17040000000003
1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,431.0,301.0,0.0,400.7081,1849.6777000000002,27.729899999999986
1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,396.7952,368.4458,345.0187,325.9551,310.8226,299.1856,290.5617,284.4344,280.2941,277.6827,276.2274,275.6578,275.8051,276.5885,277.9933,280.045,282.7838,286.244,290.4403,295.3656,442.0,274.0,400.7081,315.83200000000005,1448.9696000000001,27.729899999999986
1132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,409.6111,383.389,361.8609,344.0736,329.3806,317.3156,307.5163,299.6795,293.5348,288.8307,285.3274,282.794,281.0087,279.7609,278.8571,278.1287,277.4414,276.7043,275.8753,274.9595,437.0,275.0,716.5401,316.22659999999985,1133.1376,27.729899999999986
1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,407.4914,383.8127,364.4947,348.5448,335.2719,324.1799,314.9026,307.1592,300.7254,295.4141,291.0629,287.5273,284.6766,282.3927,280.5704,279.117,277.9529,277.0108,276.2348,275.5778,266.0,404.0,1032.7667,226.3415,816.9110000000001,27.729899999999986
1134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,275.2202,283.5981,290.5673,295.7728,299.1016,300.6668,300.759,299.7858,298.2161,296.5395,295.2472,294.8265,295.7642,298.545,303.641,311.4904,322.474,336.9058,355.0599,377.2528,283.0,406.0,1259.1082,96.9022,590.5695000000001,27.729899999999986
1135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,283.9582,285.0613,286.2384,287.4325,288.6072,289.7541,290.9005,292.1147,293.5081,295.2333,297.4788,300.4606,304.414,309.5862,316.2335,324.6249,335.0552,347.8712,363.5158,382.5974,426.0,275.0,1356.0104,89.86590000000001,493.66730000000007,27.729899999999986
1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,395.0035,369.6214,348.9835,332.5467,319.8837,310.5708,304.1476,300.1208,297.9874,297.2579,297.4685,298.1817,298.9808,299.4682,299.2752,298.0886,295.6898,291.9991,287.1099,281.2988,275.0,405.0,1445.8763,126.25470000000018,403.80140000000006,27.729899999999986
1137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,281.1605,286.8414,291.6204,295.2386,297.6245,298.8789,299.2339,299.0005,298.5226,298.1478,298.2174,299.0724,301.0672,304.5786,310.005,317.7518,328.2118,341.7544,358.745,379.6148,285.0,410.0,1572.131,76.0025999999998,277.5466999999999,27.729899999999986
1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,285.6051,286.4091,287.3485,288.3753,289.4617,290.6057,291.8363,293.2165,294.8443,296.852,299.4025,302.6849,306.9104,312.3088,319.1292,327.6451,338.1693,351.0791,366.8609,386.1811,429.0,273.0,1648.1336,79.82200000000012,201.54410000000007,27.729899999999986
1139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,397.4241,371.6249,350.6849,334.034,321.2279,311.8312,305.3728,301.3488,299.2442,298.5557,298.8041,299.5345,300.3114,300.7178,300.366,298.9259,296.1668,292.0037,286.5337,280.0469,273.0,406.0,1727.9556,121.72209999999995,121.72209999999995,27.729899999999986
1140,1140,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,1140.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,304.37948530404583,235.95613533975924,0.0,455.2613,3820.0102,-20.0
1141,1141,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1141.0,1.0,0.1,298.0502,292.5204,287.8033,283.8952,280.7603,278.3272,276.4929,275.1317,274.1049,273.2673,272.4703,271.5621,270.3862,268.7831,266.5957,263.6805,259.923,255.2541,249.662,243.1959,173.63666869359415,322.7927453663399,455.2613,504.765,3364.7489,-15.722800000000008
1142,1142,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,1142.0,2.0,0.2,193.7305,211.9336,227.7193,240.7844,251.0737,258.7543,264.1586,267.716,269.8905,271.1389,271.8895,272.5388,273.4574,274.9949,277.4765,281.1871,286.348,293.093,301.4576,311.3905,177.8915260836455,179.6670947812868,960.0263,646.6292000000001,2859.9839,-36.44569999999999
1143,1143,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,1143.0,3.0,0.3,192.5128,205.8417,217.8054,228.367,237.5285,245.329,251.8354,257.128,261.2798,264.3316,266.2658,266.9839,266.2948,263.9193,259.5187,252.7471,243.3238,231.1121,216.1853,198.8582,345.1090582835817,469.47336965537903,1606.6555,700.3515,2213.3547,-51.12099999999998
1144,1144,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,1144.0,4.0,0.4,325.6944,308.7035,294.375,282.8733,274.1975,268.1578,264.4142,262.5578,262.211,263.1229,265.2436,268.7665,274.1308,281.9821,293.0943,308.2668,328.2296,353.602,384.9637,423.0972,270.5383924312826,189.9509309505569,2307.007,323.8267999999998,1513.0032,-29.642200000000003
1145,1145,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,1145.0,5.0,0.5,271.8095,272.8828,273.6546,274.0947,274.2565,274.2659,274.2891,274.489,274.9752,275.7556,276.6965,277.4955,277.6769,276.6159,273.5966,267.9082,258.9669,246.4487,230.3984,211.2823,378.24636419800095,469.17335006819366,2630.8338,366.9581000000003,1189.1764000000005,-24.98410000000001
1146,1146,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,1146.0,6.0,0.6,356.32,337.7401,322.2031,309.5023,299.4298,291.7324,286.1149,282.2758,279.9624,279.0289,279.4881,281.5436,285.5981,292.2267,302.1193,315.9998,334.5494,358.377,388.0893,424.5178,305.3404893690938,389.909575070384,2997.7919,114.92349999999988,822.2183,-9.067600000000027
1147,1147,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,1147.0,7.0,0.7,302.5603,300.2966,298.3099,296.4549,294.6936,293.0892,291.7851,290.9734,290.8622,291.6464,293.4863,296.4956,300.7409,306.2523,313.0465,321.1607,330.6951,341.8601,355.0241,370.7617,239.6324362227953,248.84441852628964,3112.7154,118.46140000000014,707.2948000000001,-9.360799999999983
1148,1148,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,1148.0,8.0,0.8,249.1951,257.8956,265.5259,271.9781,277.2582,281.474,284.8037,287.4534,289.6116,291.4075,292.8804,293.9608,294.4693,294.134,292.6276,289.6237,284.8649,278.2317,269.796,259.8423,395.7173571452043,214.42932325305992,3231.1768,267.0753,588.8334,-22.726
1149,1149,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,1149.0,9.0,0.9,370.2372,348.9521,331.4574,317.4786,306.7247,298.8175,293.2823,289.5776,287.1399,285.425,283.9357,282.2329,279.9358,276.7179,272.3056,266.4843,259.1102,250.1261,239.5742,227.5978,190.805603460366,398.0093512616784,3498.2521,321.7581,321.7581,-7.232500000000016
1150,1150,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,1150.0,0.0,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,442.1168486348338,469.74093639929066,0.0,350.5352,2146.3352,33.1533
1151,1151,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1151.0,1.0,0.1,405.2559,374.8684,349.8413,329.5241,313.4399,301.1373,292.1423,285.9781,282.2205,280.5605,280.8563,283.1611,287.7234,294.9571,305.3889,319.5935,338.1428,361.6011,390.6086,426.1025,398.94497555966194,346.5279085000129,350.5352,110.10360000000004,1795.8000000000002,33.1533
1152,1152,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,1152.0,2.0,0.2,377.3265,359.6034,344.9077,332.6579,322.4802,314.151,307.5492,302.6136,299.3056,297.5775,297.3492,298.4944,300.8383,304.1704,308.2711,312.9532,318.1103,323.7656,330.1087,337.5124,469.24200069335166,427.4852635856372,460.6388,133.15119999999996,1685.6964000000005,33.1533
1153,1153,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,1153.0,3.0,0.3,431.1028,400.9071,376.7029,357.2646,341.7664,329.6033,320.2997,313.4689,308.802,306.0714,305.1389,305.9608,308.5894,313.1672,319.915,329.1185,341.1198,356.3259,375.2503,398.6072,183.57803069694344,376.6401884686717,593.79,70.08420000000001,1552.5452000000002,33.1533
1154,1154,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,1154.0,4.0,0.4,210.289,234.5477,255.3619,272.1879,284.9634,294.0417,300.0659,303.8254,306.1276,307.7036,309.153,310.9251,313.3288,316.5624,320.7557,326.0182,332.4876,340.3763,350.0126,361.8769,355.86288376936125,217.39873758567552,663.8742,82.90050000000008,1482.4610000000002,33.1533
