,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
1277,1277,1277.0,1277.0,1277.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,323.7129,317.8869,313.3554,309.9937,307.7075,306.4274,306.1072,306.7252,308.2872,310.8297,314.423,319.1762,325.243,332.8317,342.2203,353.7812,368.0177,385.6237,407.5796,435.3145,332.0,473.0,655.5736,23.2944,70.5886999999999,8.150100000000009
1278,1278,1278.0,1278.0,1278.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,324.7238,318.9204,314.402,311.0311,308.709,307.3695,306.9743,307.5119,308.9971,311.473,315.0144,319.7328,325.7842,333.3802,342.804,354.4351,368.7862,386.5631,408.7619,436.8362,329.0,473.0,678.868,23.560899999999947,47.29429999999991,8.150100000000009
1279,1279,1279.0,1279.0,1279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,322.4765,317.3196,313.3446,310.4163,308.4411,307.3615,307.151,307.8114,309.3716,311.8873,315.4439,320.1604,326.1978,333.7701,343.1611,354.7502,369.0504,386.7681,408.9013,436.9065,331.0,473.0,702.4289,23.73339999999996,23.73339999999996,8.150100000000009
1280,1280,1280.0,1280.0,1280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,359.0,471.0,0.0,357.3072,888.4750999999999,6.068600000000004
1281,1281,1281.0,1281.0,1281.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,341.1538,325.8897,313.0459,302.5065,294.1384,287.7659,283.1816,280.1803,278.6053,278.3948,279.6196,282.5038,287.4245,294.8876,305.482,319.8232,338.509,362.1214,391.3152,427.0454,273.0,381.0,357.3072,118.414,531.1678999999999,6.068600000000004
1282,1282,1282.0,1282.0,1282.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,276.1619,279.0606,281.4925,283.3566,284.6724,285.574,286.2824,287.0675,288.2072,289.9522,292.5008,295.9858,300.4755,305.9883,312.5202,320.0847,328.7593,338.7352,350.3624,364.189,310.0,371.0,475.7212,104.15450000000004,412.7539,6.068600000000004
1283,1283,1283.0,1283.0,1283.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,304.1325,299.2219,295.2748,292.2894,290.2432,289.0908,288.7715,289.2195,290.376,292.1972,294.6598,297.7635,301.5312,306.0123,311.2869,317.4748,324.7479,333.3465,343.5996,355.9517,320.0,372.0,579.8757,91.68439999999998,308.59939999999995,6.068600000000004
1284,1284,1284.0,1284.0,1284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,313.0162,307.194,302.4438,298.6976,295.8967,293.9858,292.9111,292.6225,293.0777,294.2468,296.1168,298.6961,302.0179,306.1444,311.1713,317.2334,324.5136,333.2542,343.7749,356.5,332.0,446.0,671.5601,78.21399999999994,216.915,6.068600000000004
1285,1285,1285.0,1285.0,1285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,323.1104,315.7205,309.6686,304.8339,301.1203,298.4494,296.7602,296.0146,296.2053,297.3675,299.5887,303.0168,307.8653,314.4121,322.9954,334.008,347.9007,365.2066,386.6044,413.0477,337.0,466.0,749.7741,41.33870000000002,138.70100000000002,6.068600000000004
1286,1286,1286.0,1286.0,1286.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,327.7147,320.0655,313.8473,308.9131,305.1591,302.5154,300.9426,300.4308,301.0009,302.7078,305.6436,309.9411,315.7779,323.3818,333.0394,345.1125,360.0668,378.5249,401.3593,429.8549,356.0,473.0,791.1128,28.972499999999968,97.3623,6.068600000000004
1287,1287,1287.0,1287.0,1287.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,343.122,332.5571,324.0044,317.2489,312.129,308.5186,306.3192,305.4595,305.8991,307.6329,310.6967,315.1719,321.191,328.946,338.7013,350.8142,365.7712,384.2463,407.2009,436.0554,310.0,471.0,820.0853,23.20540000000005,68.38980000000004,6.068600000000004
1288,1288,1288.0,1288.0,1288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,307.9297,306.557,305.6707,305.132,304.8819,304.9371,305.3766,306.3233,307.9267,310.3497,313.7622,318.3428,324.2872,331.8228,341.2306,352.8753,367.2472,385.0249,407.1739,435.1111,329.0,473.0,843.2907,21.88210000000004,45.18439999999998,6.068600000000004
1289,1289,1289.0,1289.0,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,321.8904,316.2027,311.7987,308.5725,306.4384,305.3262,305.1826,305.9762,307.703,310.393,314.1145,318.9794,325.1487,332.8417,342.3496,354.0582,368.4849,386.3374,408.6121,436.7619,337.0,473.0,865.1728,23.302299999999946,23.302299999999946,6.068600000000004
1290,1290,1290.0,1290.0,1290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,357.0,473.0,0.0,357.3947,794.2118,6.143100000000004
1291,1291,1291.0,1291.0,1291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,339.5882,324.6837,312.1365,301.8384,293.6621,287.438,282.9654,280.0466,278.533,278.371,279.6395,282.5706,287.5493,295.0891,305.7863,320.2632,339.1252,362.9624,392.4428,428.5442,311.0,371.0,357.3947,112.5903,436.8171,6.143100000000004
1292,1292,1292.0,1292.0,1292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,306.3169,302.3897,299.0374,296.1514,293.7006,291.7254,290.32,289.6099,289.7258,290.7799,292.8479,295.9575,300.0885,305.1837,311.1746,318.0184,325.7439,334.4988,344.5913,356.5207,316.0,382.0,469.985,89.93150000000003,324.2268,6.143100000000004
1293,1293,1293.0,1293.0,1293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,310.1108,305.2322,301.257,298.1064,295.7235,294.0691,293.1187,292.8616,293.3002,294.4502,296.3423,299.024,302.5636,307.0538,312.6182,319.4181,327.6622,337.6215,349.6512,364.2265,340.0,448.0,559.9165,73.23949999999991,234.2953,6.143100000000004
1294,1294,1294.0,1294.0,1294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,329.3451,320.471,313.1966,307.3865,302.9274,299.7181,297.6698,296.7133,296.8115,297.9714,300.256,303.7921,308.774,315.463,324.1826,335.316,349.3111,366.7083,388.2072,414.7979,349.0,471.0,633.156,39.985000000000014,161.0558000000001,6.143100000000004
1295,1295,1295.0,1295.0,1295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,337.3635,327.7684,319.9425,313.6918,308.8758,305.3931,303.1747,302.1826,302.4118,303.8941,306.7022,310.9547,316.8201,324.5228,334.3516,346.6761,361.9764,380.8984,404.3525,433.6865,332.0,473.0,673.141,26.0693,121.07080000000008,6.143100000000004
1296,1296,1296.0,1296.0,1296.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,324.8033,319.0229,314.4247,310.8442,308.1795,306.3842,305.4586,305.4402,306.396,308.4173,311.6178,316.1361,322.1424,329.85,339.5326,351.5506,366.3908,384.7289,407.5301,436.2216,339.0,473.0,699.2103,24.22320000000002,95.00150000000008,6.143100000000004
1297,1297,1297.0,1297.0,1297.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,330.1893,323.0789,317.4483,313.1359,310.0237,308.0283,307.0964,307.2032,308.3532,310.5812,313.9557,318.5827,324.6121,332.248,341.7642,353.529,368.0433,386.001,408.3882,436.651,331.0,473.0,723.4335,24.385899999999992,70.77830000000006,6.143100000000004
1298,1298,1298.0,1298.0,1298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,324.2012,318.8137,314.6288,311.4952,309.3115,308.0193,307.5972,308.0552,309.431,311.7887,315.2194,319.8455,325.8282,333.3795,342.7797,354.4027,368.7558,386.5397,408.7468,436.8291,326.0,472.0,747.8194,23.35030000000006,46.39240000000007,6.143100000000004
1299,1299,1299.0,1299.0,1299.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,320.1626,315.5919,312.1087,309.582,307.9235,307.0825,307.0418,307.8139,309.4384,311.9817,315.5379,320.2331,326.2329,333.7537,343.0796,354.5885,368.7899,386.3852,408.3647,436.1717,331.0,471.0,771.1697,23.042100000000005,23.042100000000005,6.143100000000004
1300,1300,1300.0,1300.0,1300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,358.0,472.0,0.0,357.3488,883.363,3.782600000000002
1301,1301,1301.0,1301.0,1301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,340.3711,325.2868,312.5913,302.1726,293.9003,287.602,283.0735,280.1135,278.5691,278.3829,279.6296,282.5372,287.4869,294.9884,305.6342,320.0433,338.8172,362.5421,391.8792,427.795,271.0,383.0,357.3488,118.47720000000004,526.0142000000001,3.782600000000002
1302,1302,1302.0,1302.0,1302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,274.5317,277.7562,280.4695,282.571,284.0829,285.1436,285.9796,286.8673,288.0912,289.9089,292.5254,296.0802,300.6482,306.2546,312.9023,320.6119,329.4684,339.6711,351.5795,365.7544,313.0,373.0,475.826,103.37130000000002,407.537,3.782600000000002
1303,1303,1303.0,1303.0,1303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,306.4361,300.9245,296.4752,293.0874,290.7356,289.3673,288.91,289.2848,290.4188,292.2564,294.7649,297.937,301.7926,306.3801,311.781,318.1182,325.5687,334.3798,344.8903,357.558,320.0,372.0,579.1973,89.0249,304.1657,3.782600000000002
1304,1304,1304.0,1304.0,1304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,313.095,307.3442,302.6517,298.9458,296.1673,294.2634,293.1851,292.8879,293.3346,294.4991,296.3701,298.9552,302.2851,306.4178,311.4441,317.4947,324.7489,333.448,343.9131,356.5718,331.0,458.0,668.2222,77.28379999999993,215.1408,3.782600000000002
1305,1305,1305.0,1305.0,1305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,322.3537,315.1732,309.2992,304.6124,301.0197,298.4467,296.8385,296.1651,296.431,297.6862,300.0374,303.6573,308.7891,315.7455,324.9033,336.6974,351.6246,370.2728,393.3974,422.0772,341.0,447.0,745.506,35.811500000000024,137.85700000000008,3.782600000000002
1306,1306,1306.0,1306.0,1306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,330.8465,322.4723,315.6617,310.2599,306.1539,303.2618,301.5275,300.9193,301.4313,303.0846,305.9287,310.0437,315.5433,322.5815,331.3643,342.1692,355.3765,371.5165,391.3438,415.9565,336.0,473.0,781.3175,28.773000000000025,102.04550000000006,3.782600000000002
1307,1307,1307.0,1307.0,1307.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,327.6094,320.7954,315.3324,311.0588,307.8648,305.6838,304.4861,304.2747,305.0829,306.975,310.0489,314.4413,320.334,327.9631,337.6312,349.726,364.7524,383.3883,406.5836,435.7342,341.0,473.0,810.0905,24.835899999999924,73.27250000000004,3.782600000000002
1308,1308,1308.0,1308.0,1308.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,331.731,324.2237,318.2431,313.6185,310.2268,307.9826,306.8325,306.7528,307.7494,309.8589,313.1507,317.7316,323.7513,331.413,340.9884,352.8422,367.4702,385.5601,408.0909,436.5022,333.0,472.0,834.9264,24.47670000000005,48.43660000000011,3.782600000000002
1309,1309,1309.0,1309.0,1309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,325.7872,320.0465,315.5579,312.1623,309.7526,308.2666,307.6799,308.0005,309.2642,311.5332,314.8961,319.4723,325.4192,332.9439,342.3207,353.9171,368.2328,385.9597,408.0796,436.0297,328.0,473.0,859.4031,23.95990000000006,23.95990000000006,3.782600000000002
1310,1310,1310.0,1310.0,1310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,356.0,472.0,0.0,357.7425,730.6241,8.498400000000004
1311,1311,1311.0,1311.0,1311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,338.805,324.0801,311.6811,301.5036,293.4227,287.2716,282.8525,279.9707,278.4801,278.3294,279.5985,282.5199,287.4776,294.9836,305.6318,320.0421,338.8167,362.5418,391.8791,427.7949,337.0,372.0,357.7425,111.2717,372.8816,8.498400000000004
1312,1312,1312.0,1312.0,1312.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,326.7808,318.1487,310.8658,304.7761,299.7919,295.8806,293.0499,291.3307,290.761,291.3694,293.1622,296.1141,300.1677,305.2423,311.2559,318.1598,325.9809,334.8675,345.1291,357.2673,313.0,473.0,469.0142,80.40799999999996,261.6099,8.498400000000004
1313,1313,1313.0,1313.0,1313.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,308.5587,304.9573,302.0255,299.648,297.7663,296.3765,295.523,295.2915,295.8051,297.2233,299.7467,303.6235,309.1561,316.7039,326.6831,339.5661,355.8929,376.3114,401.6747,433.2344,339.0,463.0,549.4222,36.20479999999998,181.2019,8.498400000000004
1314,1314,1314.0,1314.0,1314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,328.8087,320.3758,313.536,308.1698,304.1829,301.496,300.0454,299.7873,300.7049,302.8141,306.1675,310.8569,317.0156,324.825,334.5255,346.4384,361.0016,378.827,400.7918,428.1903,352.0,472.0,585.627,27.23670000000004,144.99710000000005,8.498400000000004
1315,1315,1315.0,1315.0,1315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,339.9548,330.076,322.0882,315.7953,311.0523,307.7484,305.7994,305.1458,305.7556,307.6284,310.8005,315.3512,321.4096,329.1644,338.8775,350.9059,365.7365,384.0443,406.7889,435.3837,320.0,473.0,612.8637,23.83680000000004,117.7604,8.498400000000004
1316,1316,1316.0,1316.0,1316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,315.6871,312.3925,309.9034,308.0739,306.8269,306.1486,306.078,306.6938,308.1018,310.4262,313.8064,318.3992,324.3875,331.9937,341.4999,353.2759,367.8204,385.8232,408.2654,436.5888,330.0,471.0,636.7005,22.128100000000018,93.92359999999996,8.498400000000004
1317,1317,1317.0,1317.0,1317.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,322.947,317.3211,312.9578,309.7341,307.5578,306.3619,306.1035,306.7647,308.3548,310.9136,314.5144,319.2687,325.3319,332.9137,342.2931,353.843,368.0676,385.6611,407.6043,435.3268,335.0,473.0,658.8286,23.58439999999996,71.79549999999995,8.498400000000004
1318,1318,1318.0,1318.0,1318.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,327.058,320.693,315.7105,311.9668,309.3561,307.8025,307.2561,307.6923,309.1133,311.5512,315.0713,319.7784,325.8236,333.4155,342.8355,354.4624,368.8087,386.5802,408.7733,436.842,332.0,473.0,682.413,24.33370000000002,48.21109999999999,8.498400000000004
1319,1319,1319.0,1319.0,1319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,324.9192,319.2965,314.9315,311.6776,309.4324,308.1309,307.7403,308.2567,309.7036,312.1317,315.6217,320.2885,326.2894,333.835,343.2069,354.7823,369.0724,386.7826,408.9101,436.9106,327.0,473.0,706.7467,23.87739999999997,23.87739999999997,8.498400000000004
1320,1320,1320.0,1320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,325.0,312.0,0.0,411.2445,2363.1957,45.81119999999999
1321,1321,1321.0,1321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,314.4029,305.2158,297.4195,290.9862,285.852,281.9083,279.0105,276.9978,275.7166,275.0419,274.8933,275.2427,276.1145,277.5775,279.731,282.6854,286.5423,291.3768,297.2287,304.1054,472.0,473.0,411.2445,272.7151,1951.9512,45.81119999999999
1322,1322,1322.0,1322.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,429.3228,394.8577,366.7812,344.0314,325.9036,311.8373,301.3238,293.8914,289.1335,286.7508,286.5898,288.665,293.159,300.3999,310.8215,324.9168,343.2063,366.2499,394.7395,429.7187,471.0,473.0,683.9596,128.82690000000002,1679.2361,45.81119999999999
1323,1323,1323.0,1323.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,432.9808,402.9218,378.7371,359.1241,343.2498,330.5734,320.7411,313.523,308.7734,306.4081,306.3919,308.7322,313.4787,320.7287,330.6386,343.4473,359.515,379.3893,403.9132,434.4081,452.0,472.0,812.7865,140.29679999999996,1550.4092,45.81119999999999
1324,1324,1324.0,1324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,420.4599,395.6722,375.907,360.0277,347.2785,337.1598,329.3499,323.6512,319.9531,318.2064,318.408,320.5932,324.8363,331.2591,340.0471,351.4763,365.9542,384.0832,406.7621,435.356,469.0,471.0,953.0833,175.49720000000002,1410.1124000000002,45.81119999999999
1325,1325,1325.0,1325.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,433.5094,405.9133,384.1708,366.9631,353.403,342.8748,334.9425,329.2959,325.7195,324.0747,324.289,326.3515,330.3127,336.2904,344.4814,355.184,368.8337,386.0619,407.7907,435.3961,472.0,473.0,1128.5805,216.5364,1234.6152000000002,45.81119999999999
1326,1326,1326.0,1326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,436.3774,408.8394,387.2528,370.2331,356.8488,346.4567,338.6063,332.9829,329.3718,327.6381,327.7146,329.5969,333.3439,339.0839,347.0275,357.4898,370.9255,387.9876,409.6231,437.2387,473.0,471.0,1345.1169,241.0365999999999,1018.0788000000002,45.81119999999999
1327,1327,1327.0,1327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,437.4314,410.015,388.5862,371.736,358.5136,348.2612,340.5177,334.9614,331.3737,329.6174,329.6238,331.3871,334.9646,340.4824,348.1486,358.2752,371.314,387.9136,409.0128,436.0,473.0,473.0,1586.1535,254.3699000000001,777.0422000000003,45.81119999999999
1328,1328,1328.0,1328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,437.5849,410.3225,389.0443,372.3359,359.2403,349.0941,341.4325,335.9313,332.3715,330.6176,330.605,332.3345,335.8722,341.3555,349.0052,359.1472,372.2474,388.969,410.2679,437.5564,472.0,472.0,1840.5234,259.8652000000002,522.6723000000002,45.81119999999999
1329,1329,1329.0,1329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,436.9142,409.9138,388.8516,372.3233,359.3773,349.3532,341.7882,336.36,332.8512,331.1272,331.124,332.8418,336.3455,341.7699,349.3328,359.3568,372.3046,388.8362,409.903,436.9086,473.0,473.0,2100.3886,262.8071,262.8071,45.81119999999999
1330,1330,1330.0,1330.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,472.0,472.0,0.0,351.9419,2270.112,47.13959999999997
1331,1331,1331.0,1331.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,427.7969,391.8848,362.5557,338.848,320.1094,305.7709,295.2609,288.0103,283.5064,281.3597,281.3597,283.5064,288.0103,295.2609,305.7709,320.1094,338.848,362.5557,391.8848,427.7969,469.0,472.0,351.9419,133.83550000000002,1918.1701,47.13959999999997
1332,1332,1332.0,1332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,430.9736,400.7702,376.3588,356.4792,340.3326,327.405,317.3633,309.9914,305.1519,302.7644,302.7937,305.2455,310.1655,317.6454,327.8336,340.9579,357.364,377.5807,402.4283,433.2028,457.0,471.0,485.7774,132.67699999999996,1784.3346,47.13959999999997
1333,1333,1333.0,1333.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,423.895,397.8559,377.0648,360.3409,346.9045,336.2402,328.0128,322.0116,318.1124,316.2526,316.4161,318.6257,322.9439,329.4809,338.4102,349.9954,364.6307,382.9042,405.6987,434.3606,464.0,473.0,618.4544,168.73850000000004,1651.6576,47.13959999999997
1334,1334,1334.0,1334.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,429.7673,403.0877,382.0173,365.2917,352.0609,341.7399,333.9223,328.3268,324.7657,323.1248,323.352,325.4527,329.4898,335.5899,343.9562,354.8918,368.8363,386.4259,408.5919,436.7292,473.0,473.0,787.1929,208.9113,1482.9191,47.13959999999997
