,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
1422,1422,1422.0,1422.0,1422.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,274.6556,277.2254,279.399,281.0861,282.2979,283.1443,283.8137,284.5448,285.5955,287.2167,289.633,293.0303,297.5485,303.277,310.2508,318.4476,327.7863,338.1271,349.2758,360.9916,319.94723211517004,372.9999342890117,564.2896,91.42380000000004,288.1713000000001,1.0504000000000246
1423,1423,1423.0,1423.0,1423.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,313.657,307.7349,302.505,298.2147,295.0191,292.9847,292.1082,292.3426,293.6236,295.889,299.0897,303.1903,308.165,313.9879,320.6242,328.0219,336.1064,344.7786,353.9159,363.3755,310.19259420026225,372.9999591685702,655.7134,31.562900000000013,196.7475000000001,1.0504000000000246
1424,1424,1424.0,1424.0,1424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,308.163,306.2263,304.478,303.0176,301.9468,301.3663,301.3693,302.0366,303.4311,305.5947,308.5476,312.2886,316.7967,322.0336,327.9449,334.4627,341.5067,348.9861,356.8005,364.8427,327.2151642294666,362.1197766703162,687.2763,13.58490000000006,165.18460000000005,1.0504000000000246
1425,1425,1425.0,1425.0,1425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,323.2929,319.5897,316.305,313.603,311.6029,310.3783,309.9613,310.3505,311.52,313.4264,316.0131,319.2128,322.9479,327.133,331.6768,336.4878,341.481,346.5845,351.745,356.9289,296.88704109347304,302.40339504240825,700.8612,13.076299999999948,151.59969999999998,1.0504000000000246
1426,1426,1426.0,1426.0,1426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,299.8079,302.6055,305.1831,307.4897,309.5276,311.3457,313.0225,314.6412,316.2647,317.9126,319.5452,321.0567,322.2792,322.9991,322.9861,322.0325,319.9976,316.8487,312.6877,307.7546,318.15836241498465,313.8402763181431,713.9375,27.284999999999968,138.52340000000004,1.0504000000000246
1427,1427,1427.0,1427.0,1427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,316.8496,315.6776,314.7575,314.1669,313.9364,314.0504,314.4546,315.0675,315.7943,316.5384,317.2118,317.7421,318.0768,318.1857,318.0608,317.7141,317.1727,316.4738,315.6585,314.7678,236.5906183397005,305.3465243923554,741.2225,32.97300000000007,111.23840000000008,1.0504000000000246
1428,1428,1428.0,1428.0,1428.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,249.9607,262.7314,274.386,284.5544,293.0439,299.8349,305.0468,308.8881,311.604,313.4321,314.5735,315.179,315.349,315.1417,314.5865,313.6989,312.4951,311.0022,309.2661,307.353,334.69058077412075,327.87753209227185,774.1955,40.42689999999993,78.2654,1.0504000000000246
1429,1429,1429.0,1429.0,1429.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,327.5104,320.8759,315.2428,310.9089,307.9836,306.398,305.9471,306.3499,307.3113,308.5716,309.9389,311.3021,312.6274,313.9435,315.3197,316.8399,318.5782,320.5771,322.8341,325.2983,302.0809530391372,340.8786764804534,814.6224,37.83850000000007,37.83850000000007,1.0504000000000246
1430,1430,1430.0,1430.0,1430.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,322.11110546410924,372.9999552619565,0.0,381.2671,876.4338,1.671100000000024
1431,1431,1431.0,1431.0,1431.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,313.7431,305.7587,298.4905,292.181,286.9644,282.8724,279.8599,277.8432,276.7429,276.5234,277.2221,278.9653,281.9658,286.5006,292.8667,301.3196,312.0024,324.8793,339.6927,355.9571,271.8639803354347,372.99993356296,381.2671,183.02249999999992,495.1667,1.671100000000024
1432,1432,1432.0,1432.0,1432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,274.6556,277.2254,279.399,281.0861,282.2979,283.1443,283.8137,284.5448,285.5955,287.2167,289.633,293.0303,297.5485,303.277,310.2508,318.4476,327.7863,338.1271,349.2758,360.9916,319.9466817394925,372.99992839840905,564.2896,91.4239,312.14420000000007,1.671100000000024
1433,1433,1433.0,1433.0,1433.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,313.6566,307.7345,302.5047,298.2144,295.0189,292.9846,292.1081,292.3425,293.6235,295.889,299.0896,303.1903,308.1649,313.9879,320.6242,328.0219,336.1064,344.7786,353.9159,363.3755,310.1920621678987,372.999902351025,655.7135,31.56310000000008,220.7203000000001,1.671100000000024
1434,1434,1434.0,1434.0,1434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,308.1626,306.2259,304.4777,303.0173,301.9466,301.3661,301.3692,302.0365,303.431,305.5946,308.5475,312.2885,316.7967,322.0335,327.9448,334.4626,341.5067,348.986,356.8005,364.8426,326.5801409764116,361.1861524036159,687.2766,13.47939999999994,189.1572,1.671100000000024
1435,1435,1435.0,1435.0,1435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,322.766,319.166,315.9754,313.3549,311.4225,310.2511,309.8735,310.2898,311.4753,313.3876,315.9703,319.1551,322.8632,327.0064,331.491,336.2232,341.1167,346.1001,351.1223,356.1544,297.44529932895153,303.2384158820106,700.756,13.108400000000074,175.67780000000005,1.671100000000024
1436,1436,1436.0,1436.0,1436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,300.238,302.9147,305.3847,307.6012,309.5679,311.3331,312.9727,314.5668,316.175,317.8145,319.4449,320.9614,322.1991,322.9488,322.9855,322.1063,320.1741,317.1569,313.1542,308.3999,321.24629945270874,311.6023703304565,713.8644,28.129899999999907,162.56939999999997,1.671100000000024
1437,1437,1437.0,1437.0,1437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,319.4213,317.755,316.3819,315.3932,314.8277,314.6711,314.8649,315.3199,315.9304,316.5877,317.1912,317.6547,317.9124,317.9204,317.6583,317.1275,316.3485,315.3572,314.2,312.9297,257.9864417055003,279.2998116393756,741.9943,39.4606,134.43950000000007,1.671100000000024
1438,1438,1438.0,1438.0,1438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,267.8607,277.285,285.872,293.3445,299.5579,304.4951,308.2389,310.9311,312.73,313.774,314.1578,313.9213,313.0515,311.4952,309.1802,306.0416,302.05,297.2361,291.7065,285.6451,317.078576623043,337.193217488108,781.4549,54.56130000000008,94.97890000000008,1.671100000000024
1439,1439,1439.0,1439.0,1439.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,313.9767,311.1643,308.8778,307.262,306.3523,306.083,306.3148,306.8743,307.5946,308.351,309.0855,309.8181,310.6454,311.7247,313.2475,315.4013,318.3275,322.0825,326.6105,331.738,303.14954948830564,338.30549964962887,836.0162,40.41759999999999,40.41759999999999,1.671100000000024
1440,1440,1440.0,1440.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,372.9979964263721,372.999924379077,0.0,368.7882,1414.1758,-40.0
1441,1441,1441.0,1441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,355.9566,339.6947,324.8863,312.0194,301.3569,292.944,286.6544,282.2607,279.5106,278.1943,278.1944,279.5107,282.2609,286.6546,292.9443,301.3574,312.0201,324.8873,339.696,355.9582,218.99983178080413,372.9999949438532,368.7882,161.56850000000003,1045.3876,-20.055999999999983
1442,1442,1442.0,1442.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,233.3241,246.7608,258.5707,268.276,275.7138,281.026,284.596,286.9573,288.6981,290.3824,292.4968,295.4234,299.4334,304.6923,311.271,319.1562,328.26,338.4289,349.452,361.0724,372.9928444145141,372.9999338509253,530.3567,94.43509999999992,883.8190999999999,-31.97399999999999
1443,1443,1443.0,1443.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,356.165,340.318,326.2924,314.6829,305.7894,299.6306,296.0066,294.587,294.9997,296.8996,300.0098,304.1335,309.1451,314.969,321.554,328.8515,336.7991,345.3109,354.2751,363.556,240.4380654078842,372.99995555333714,624.7918,26.55840000000001,789.384,-13.369399999999985
1444,1444,1444.0,1444.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,252.4304,263.7474,273.8325,282.3365,289.1585,294.4315,298.4668,301.676,304.4916,307.3046,310.4254,314.0692,318.3599,323.3446,329.0117,335.309,342.1572,349.4599,357.1106,364.9961,179.6379263451815,372.9999589394827,651.3502,51.85250000000008,762.8256,-18.56849999999997
1445,1445,1445.0,1445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,198.3425,216.4147,233.3036,248.6051,262.0966,273.7408,283.6596,292.0907,299.3376,305.7235,311.5549,317.098,322.5662,328.1171,333.8547,339.8357,346.0769,352.5627,359.2526,366.0884,205.6897334555216,372.9998932976986,703.2027,129.49839999999995,710.9730999999999,-39.25920000000002
1446,1446,1446.0,1446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,215.8763,226.0389,236.1425,246.1339,255.9424,265.4875,274.6916,283.4932,291.8574,299.7817,307.2941,314.4483,321.3135,327.9651,334.4754,340.9066,347.3061,353.7056,360.1208,366.5545,237.8677697796413,372.99976981573815,832.7011,142.40110000000004,581.4747,-47.51249999999999
1447,1447,1447.0,1447.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,242.0982,246.5338,251.3467,256.6503,262.4873,268.8327,275.6077,282.7015,289.9931,297.3699,304.7399,312.0375,319.2231,326.2797,333.2075,340.0182,346.7299,353.3633,359.9395,366.4787,219.51455736972736,372.9996636133616,975.1022,125.43579999999996,439.0736,-44.16730000000001
1448,1448,1448.0,1448.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,228.0464,236.4918,244.7785,252.8594,260.7167,268.3595,275.8164,283.1258,290.3261,297.4495,304.5181,311.5439,318.531,325.4783,332.383,339.2432,346.0592,352.8348,359.5766,366.2944,214.25640563982748,318.9188380196484,1100.538,142.2159999999999,313.6378,-44.640499999999975
1449,1449,1449.0,1449.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,223.1773,232.03,240.7531,249.2975,257.6283,265.7233,273.568,281.1471,288.4345,295.3835,301.917,307.9232,313.2561,317.7465,321.2235,323.5446,324.6327,324.5102,323.3211,321.3339,239.85440500720227,356.8112160710759,1242.754,171.42180000000008,171.42180000000008,-47.276700000000005
1450,1450,1450.0,1450.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,372.9988573314014,372.99991205511645,0.0,368.7881,1414.5888,-40.0
1451,1451,1451.0,1451.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,355.9573,339.6953,324.8867,312.0197,301.3571,292.9441,286.6545,282.2608,279.5106,278.1944,278.1944,279.5107,282.2609,286.6546,292.9443,301.3574,312.0201,324.8873,339.696,355.9582,218.99989642053063,372.9999247827967,368.7881,161.56799999999998,1045.8007,-20.05590000000001
1452,1452,1452.0,1452.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,233.3242,246.7609,258.5709,268.2761,275.714,281.0261,284.5962,286.9574,288.6982,290.3825,292.4968,295.4234,299.4334,304.6923,311.271,319.1561,328.26,338.4288,349.452,361.0723,372.9951945295784,372.9999480331527,530.3561,94.4343,884.2327,-31.97390000000001
1453,1453,1453.0,1453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,356.167,340.3196,326.2937,314.6839,305.7902,299.6312,296.007,294.5873,294.9999,296.8998,300.0099,304.1335,309.1452,314.9691,321.554,328.8516,336.7991,345.3109,354.2751,363.556,240.43806540862863,372.9999761035437,624.7904,26.558099999999968,789.7984,-13.368800000000022
1454,1454,1454.0,1454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,252.4305,263.7477,273.8328,282.3369,289.1589,294.4319,298.4672,301.6764,304.492,307.3049,310.4256,314.0694,318.3601,323.3447,329.0118,335.3091,342.1572,349.46,357.1106,364.9962,179.63780404812252,372.9997451038601,651.3485,51.85110000000009,763.2403,-18.56810000000001
1455,1455,1455.0,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,198.3425,216.4147,233.3038,248.6052,262.0968,273.741,283.6598,292.0909,299.3379,305.7238,311.5552,317.0982,322.5664,328.1172,333.8547,339.8357,346.0769,352.5626,359.2525,366.0883,205.688555155456,372.99989281700704,703.1996,129.49779999999998,711.3892,-39.259000000000015
1456,1456,1456.0,1456.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,215.8752,226.038,236.1419,246.1335,255.9423,265.4875,274.6917,283.4933,291.8575,299.7818,307.2943,314.4484,321.3136,327.9652,334.4755,340.9066,347.3062,353.7057,360.1209,366.5545,237.86863403047144,372.999920087956,832.6974,142.4013,581.8914,-47.51249999999999
1457,1457,1457.0,1457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,242.0989,246.5344,251.3471,256.6505,262.4874,268.8327,275.6078,282.7016,289.9932,297.3699,304.74,312.0376,319.2231,326.2797,333.2076,340.0183,346.73,353.3634,359.9397,366.4789,219.51312752153152,372.9999345584711,975.0987,125.43560000000002,439.4901,-44.16730000000001
1458,1458,1458.0,1458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,228.0453,236.4909,244.7778,252.8589,260.7164,268.3593,275.8164,283.1258,290.3261,297.4496,304.5182,311.544,318.5311,325.4784,332.3831,339.2433,346.0594,352.8349,359.5768,366.2947,214.19681616269696,318.7886761345372,1100.5343,142.26469999999995,314.0545,-44.64069999999998
1459,1459,1459.0,1459.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,223.1278,231.9901,240.722,249.274,257.6112,265.7112,273.5596,281.141,288.4298,295.379,301.9116,307.9155,313.2445,317.729,321.1977,323.5078,324.582,324.4427,323.2344,321.226,239.4953087953763,357.16119775189,1242.799,171.7898,171.7898,-47.28879999999998
1460,1460,1460.0,1460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,372.9980110205913,372.9999256248325,0.0,368.7882,1644.2279,-40.0
1461,1461,1461.0,1461.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,355.9566,339.6947,324.8863,312.0194,301.3569,292.944,286.6544,282.2607,279.5106,278.1943,278.1944,279.5107,282.2609,286.6546,292.9443,301.3574,312.0201,324.8873,339.696,355.9582,218.99987910459888,372.9999489413408,368.7882,161.56850000000003,1275.4397,-20.055999999999983
1462,1462,1462.0,1462.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,233.3241,246.7608,258.5707,268.276,275.7138,281.026,284.596,286.9573,288.6981,290.3824,292.4968,295.4234,299.4333,304.6923,311.271,319.1561,328.26,338.4289,349.452,361.0724,239.79840820920552,372.9998925019,530.3567,132.09979999999996,1113.8712,-31.97399999999999
1463,1463,1463.0,1463.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,245.6726,251.4918,257.2025,262.7567,268.1176,273.2689,278.2224,283.0243,287.7555,292.526,297.4648,302.7058,308.3728,314.5659,321.3509,328.7527,336.7526,345.2899,354.2661,363.5527,215.8161822404784,372.9968078654951,662.4565,135.39300000000003,981.7714,-39.731100000000026
1464,1464,1464.0,1464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,225.4032,234.7895,243.8034,252.3237,260.2928,267.7167,274.6564,281.2121,287.506,293.6664,299.8151,306.0581,312.4811,319.1464,326.0922,333.3326,340.8592,348.6428,356.6363,364.7782,237.1019538112052,372.999926385966,797.8495,147.83960000000002,846.3784,-45.2833
1465,1465,1465.0,1465.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,241.8503,246.704,251.7513,257.0508,262.6266,268.4706,274.5525,280.831,287.2656,293.8246,300.4891,307.253,314.1195,321.0971,328.1938,335.4141,342.7554,350.2069,357.7497,365.3578,216.75018459951096,372.999896075411,945.6891,141.5716,698.5388,-44.52940000000001
1466,1466,1466.0,1466.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,225.5997,234.3256,242.8238,251.0243,258.8985,266.4576,273.7443,280.8205,287.7555,294.6151,301.4552,308.3186,315.2347,322.2212,329.2859,336.4291,343.6452,350.9245,358.2539,365.618,238.3282643509155,372.6015358516116,1087.2607,145.4919,556.9672,-46.54239999999999
1467,1467,1467.0,1467.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,242.7776,247.3591,252.1848,257.3321,262.8367,268.6942,274.8693,281.3082,287.9512,294.7426,301.6371,308.6016,315.6145,322.6629,329.7398,336.8413,343.9645,351.1062,358.2627,365.4295,217.5349597614749,372.999952743752,1232.7526,135.47789999999986,411.47530000000006,-44.30579999999998
1468,1468,1468.0,1468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,226.3362,235.0194,243.4854,251.6684,259.5426,267.1201,274.4424,281.5683,288.5613,295.48,302.3722,309.2724,316.2022,323.1732,330.1891,337.2488,344.348,351.4805,358.6388,365.8149,236.72905085685923,372.9997411794342,1368.2305,140.10420000000022,275.9974000000002,-45.87990000000002
1469,1469,1469.0,1469.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,241.5727,246.5315,251.7031,257.1543,262.9152,268.9804,275.3175,281.8779,288.6078,295.4574,302.3863,309.3654,316.3759,323.4076,330.4556,337.5181,344.5941,351.6826,358.7818,365.8887,212.46945617269049,372.999708639853,1508.3347,135.89319999999998,135.89319999999998,-44.019600000000025
1470,1470,1470.0,1470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,372.9988797364976,372.9999153168392,0.0,368.788,1489.238,-40.0
1471,1471,1471.0,1471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,355.9574,339.6953,324.8867,312.0197,301.3571,292.9441,286.6545,282.2608,279.5106,278.1944,278.1944,279.5107,282.2609,286.6546,292.9443,301.3574,312.0201,324.8873,339.696,355.9582,218.999866732984,372.99991521745903,368.788,161.56809999999996,1120.45,-20.05590000000001
1472,1472,1472.0,1472.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,233.3241,246.7609,258.5709,268.2761,275.7139,281.0261,284.5962,286.9574,288.6982,290.3825,292.4968,295.4234,299.4334,304.6923,311.271,319.1561,328.26,338.4288,349.452,361.0723,196.6570572023789,372.99995693675663,530.3561,156.03680000000008,958.8819,-31.97390000000001
1473,1473,1473.0,1473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,209.8843,222.721,234.8244,245.9379,255.916,264.7306,272.4623,279.2793,285.4091,291.1094,296.6405,302.2434,308.1227,314.4354,321.2852,328.7208,336.7376,345.2831,354.2632,363.5516,246.72636735659177,350.1131103124747,686.3929,184.1211,802.8451,-48.26940000000002
1474,1474,1474.0,1474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,248.9061,251.341,254.2439,257.7542,261.9242,266.725,272.0669,277.8268,283.8741,290.0888,296.3701,302.6356,308.8161,314.8491,320.677,326.2493,331.5314,336.5146,341.225,345.726,283.5554252739268,319.56830882236244,870.514,140.11720000000005,618.724,-46.27499999999998
1475,1475,1475.0,1475.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,280.9273,278.6575,277.0583,276.3601,276.6908,278.074,280.4416,283.6561,287.534,291.8674,296.4385,301.0302,305.4328,309.4513,312.9165,315.6991,317.7278,319.0046,319.6151,319.7258,360.2314487339977,372.9987425760049,1010.6312,89.24049999999988,478.6068,-34.92599999999999
