,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
256,256,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,428.7074,393.0163,364.4069,342.0441,325.3066,313.552,306.0418,301.9647,300.5001,300.8798,302.4225,304.5383,306.7135,308.4938,309.4807,309.3504,307.8932,305.0634,301.0206,296.1431,172.0,472.0,691.7502,95.69190000000005,306.21490000000006,0.5520000000000209
257,257,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,257.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,199.409,224.3055,245.7016,263.0568,276.312,285.8234,292.2379,296.3542,299.0076,300.9952,303.048,305.8362,309.9941,316.1458,324.9186,336.9441,352.8587,373.3305,399.1494,431.4306,470.0,335.0,787.4421,69.70040000000006,210.523,0.5520000000000209
258,258,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,258.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,426.3619,391.123,362.8266,340.671,324.0571,312.3627,304.8748,300.8164,299.4146,299.9657,301.8726,304.6529,307.9248,311.3877,314.8126,318.0494,321.0513,323.9075,326.8717,330.3725,174.0,472.0,857.1425,76.74329999999998,140.82259999999997,0.5520000000000209
259,259,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,259.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,200.8826,225.2996,246.2938,263.3469,276.4141,285.8596,292.3337,296.6357,299.5961,301.9999,304.5536,307.887,312.5769,319.175,328.2312,340.308,355.9984,375.9657,401.0397,432.412,434.0,473.0,933.8858,64.07929999999999,64.07929999999999,0.5520000000000209
260,260,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,472.0,472.0,0.0,351.9419,969.2489,0.5308999999999742
261,261,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,261.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,427.7969,391.8848,362.5557,338.848,320.1094,305.7709,295.2609,288.0103,283.5064,281.3597,281.3597,283.5064,288.0103,295.2609,305.7709,320.1094,338.848,362.5557,391.8848,427.7969,373.0,473.0,351.9419,101.8677,617.307,0.5308999999999742
262,262,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,262.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,358.1483,345.9577,335.7298,326.9905,319.4674,313.0611,307.8074,303.8348,301.3232,300.4722,301.4804,304.537,309.8248,317.5321,327.8725,341.1159,357.6351,377.9768,402.9758,433.9435,172.0,472.0,453.8096,46.1413,515.4393,0.5308999999999742
263,263,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,263.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,197.7702,221.2762,241.7222,258.6764,272.1046,282.3246,289.9105,295.5791,300.0871,304.1543,308.4197,313.4268,319.634,327.4411,337.2276,349.4007,364.4543,383.0469,406.1136,435.0456,472.0,338.0,499.9509,57.53000000000003,469.29800000000006,0.5308999999999742
264,264,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,427.6632,391.8894,363.2175,340.8604,324.2337,312.7184,305.5883,302.0359,301.2437,302.4533,305.0096,308.3743,312.1173,315.9021,319.4794,322.6963,325.5202,328.0714,330.6488,333.7391,172.0,471.0,557.4809,65.14109999999994,411.768,0.5308999999999742
265,265,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,265.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,199.3845,224.2787,245.7158,263.1737,276.6089,286.3903,293.1738,297.7613,300.9822,303.6153,306.3558,309.8189,314.5648,321.1299,330.0521,341.8881,357.2325,376.7577,401.3067,432.0824,472.0,306.0,622.622,61.6083000000001,346.6269000000001,0.5308999999999742
266,266,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,266.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,427.9655,392.4702,364.0194,341.7916,325.1741,313.5309,306.1295,302.1662,300.831,301.3705,303.1248,305.5328,308.1195,310.4778,312.2642,313.2129,313.1706,312.1388,310.3092,308.0738,173.0,471.0,684.2303,85.70809999999994,285.0186,0.5308999999999742
267,267,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,267.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,200.221,224.9497,246.2108,263.4727,276.6813,286.1949,292.6591,296.8699,299.6568,301.8087,304.0429,307.011,311.3225,317.5722,326.3571,338.2822,353.9673,374.0773,399.413,431.1078,472.0,344.0,769.9384,65.75760000000002,199.31050000000005,0.5308999999999742
268,268,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,427.9257,392.381,363.8639,341.5491,324.8243,313.0599,305.5378,301.4779,300.1057,300.7189,302.726,305.656,309.1445,312.9156,316.7705,320.5934,324.373,328.2327,332.4573,337.5051,172.0,471.0,835.696,71.56859999999995,133.55290000000002,0.5308999999999742
269,269,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,269.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,199.3748,224.2495,245.649,263.0455,276.3935,286.064,292.7184,297.1679,300.2539,302.7687,305.4203,308.8346,313.578,320.1879,329.1974,341.1542,356.641,376.3181,401.0193,431.9416,473.0,332.0,907.2646,61.98430000000008,61.98430000000008,0.5308999999999742
270,270,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,471.0,471.0,0.0,351.9981,982.2411,1.04910000000001
271,271,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,271.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,427.0473,391.3208,362.1348,338.5392,319.8881,305.6164,295.1553,287.9387,283.456,281.3194,281.3194,283.456,287.9387,295.1553,305.6164,319.8881,338.5392,362.1348,391.3208,427.0473,378.0,471.0,351.9981,103.277,630.2429999999999,1.04910000000001
272,272,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,272.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,361.9813,348.8403,337.843,328.4913,320.4927,313.7281,308.213,304.0548,301.4135,300.4702,301.4073,304.4008,309.6223,317.2509,327.4921,340.6085,356.9647,377.0971,401.8251,432.4346,174.0,473.0,455.2751,46.221900000000005,526.9659999999999,1.04910000000001
273,273,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,199.5439,222.8327,243.0695,259.8229,273.0598,283.0997,290.5187,296.0358,300.4096,304.3617,308.533,313.4692,319.6313,327.4223,337.2253,349.4512,364.597,383.3241,406.572,435.739,473.0,332.0,501.497,56.12489999999997,480.7441,1.04910000000001
274,274,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,274.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,428.5113,392.6454,363.9109,341.5019,324.8229,313.2494,306.0528,302.4252,301.5483,302.661,305.1024,308.3239,311.8801,315.4149,318.6554,321.423,323.6599,325.4631,327.1121,329.0772,174.0,471.0,557.6219,67.1635,424.6192,1.04910000000001
275,275,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,275.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,201.0719,225.6745,246.8483,264.0754,277.3121,286.9236,293.5594,298.0146,301.1122,303.627,306.2529,309.6071,314.2551,320.7413,329.6127,341.4341,356.8047,376.3967,401.047,431.9474,466.0,272.0,624.7854,64.56180000000006,357.4557,1.04910000000001
276,276,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,276.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,423.5328,389.2157,361.6786,340.1603,324.0787,312.8163,305.6543,301.7973,300.4359,300.804,302.2097,304.037,305.73,306.7773,306.7116,305.1358,301.7721,296.5218,289.5173,281.1417,173.0,473.0,689.3472,105.74789999999996,292.8938999999999,1.04910000000001
277,277,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,277.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,200.0269,224.5746,245.6756,262.7984,275.8805,285.2647,291.5786,295.6,298.1462,300.0036,301.9024,304.5243,308.5275,314.5695,323.3156,335.4326,351.5812,372.4364,398.7773,431.696,473.0,386.0,795.0951,72.46010000000001,187.146,1.04910000000001
278,278,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,278.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,428.5618,392.7133,363.9296,341.3761,324.4398,312.4958,304.8365,300.7003,299.3427,300.1063,302.4646,306.0334,310.5598,315.9004,322.006,328.919,336.7864,345.8859,356.6575,369.7376,174.0,473.0,867.5552,57.97939999999994,114.68589999999996,1.04910000000001
279,279,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,200.9751,225.4834,246.5695,263.7223,276.9095,286.5124,293.2009,297.7921,301.129,303.9974,307.088,310.9939,316.234,323.2854,332.6177,344.7234,360.1541,379.5761,403.873,434.334,473.0,316.0,925.5346,56.706500000000005,56.706500000000005,1.04910000000001
280,280,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,472.0,471.0,0.0,352.0918,1005.2429,0.6922999999999888
281,281,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,427.7969,391.8848,362.5556,338.8477,320.1088,305.7697,295.2585,288.0058,283.4981,281.3448,281.3342,283.4643,287.9432,295.1577,305.6175,319.8887,338.5395,362.1349,391.3208,427.0473,374.0,471.0,352.0918,102.55060000000005,653.1511,0.6922999999999888
282,282,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,282.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,358.9199,346.5432,336.164,327.3029,319.6832,313.2012,307.8882,303.8681,301.316,300.4266,301.3939,304.4023,309.6298,317.2596,327.4999,340.6146,356.969,377.0999,401.8267,432.4353,174.0,473.0,454.6424,46.29969999999997,550.6005,0.6922999999999888
283,283,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,283.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,199.424,222.607,242.7631,259.4666,272.685,282.734,290.1832,295.744,300.1677,304.1699,308.3871,313.3627,319.5567,327.3721,337.193,349.4313,364.5853,383.3177,406.5687,435.7377,473.0,334.0,500.9421,56.81810000000007,504.3008,0.6922999999999888
284,284,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,428.4786,392.5804,363.816,341.382,324.6844,313.1002,305.9014,302.2804,301.4191,302.5569,305.0343,308.305,311.9279,315.5522,318.9118,321.8357,324.2737,326.3302,328.2909,330.6318,172.0,472.0,557.7602,66.88419999999996,447.4826999999999,0.6922999999999888
285,285,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,285.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,199.435,224.3741,245.8455,263.3239,276.7646,286.5365,293.2961,297.847,301.0212,303.6009,306.2862,309.6986,314.4065,320.9558,329.8942,341.7877,357.2378,376.9215,401.6848,432.7347,473.0,281.0,624.6444,64.79369999999994,380.5985,0.6922999999999888
286,286,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,286.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,428.7255,393.0541,364.467,342.1291,325.4188,313.6923,306.208,302.1495,300.6881,301.0432,302.5161,304.4929,306.4298,307.8361,308.2726,307.3738,304.8922,300.7535,295.1029,288.322,172.0,471.0,689.4381,100.336,315.8048,0.6922999999999888
287,287,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,199.4195,224.3246,245.7254,263.0793,276.3244,285.8137,292.1905,296.2502,298.825,300.7116,302.6426,305.294,309.3101,315.3282,323.9904,335.941,351.8232,372.3016,398.1506,430.4558,470.0,333.0,789.7741,71.84800000000007,215.4688,0.6922999999999888
288,288,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,288.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,426.3529,391.1034,362.793,340.6191,323.9813,312.2569,304.7325,300.6311,299.18,299.6754,301.5206,304.2323,307.4273,310.8023,314.1242,317.2377,320.0891,322.7603,325.4964,328.7166,172.0,473.0,861.6221,79.21109999999999,143.62079999999992,0.6922999999999888
289,289,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,289.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,199.2425,223.9911,245.2744,262.5658,275.8176,285.397,291.9603,296.3149,299.3005,301.7117,304.264,307.5966,312.2951,318.9203,328.0301,340.1941,356.0103,376.146,401.4347,433.0745,472.0,409.0,940.8332,64.40969999999993,64.40969999999993,0.6922999999999888
290,290,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,473.0,472.0,0.0,352.038,1004.2519,0.2968999999999937
291,291,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,291.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,428.5462,392.4485,362.9762,339.1562,320.3299,305.9242,295.364,288.0773,283.5485,281.3851,281.3745,283.5147,288.0148,295.2632,305.7721,320.11,338.8482,362.5558,391.8849,427.797,368.0,471.0,352.038,100.8467,652.2139,0.2968999999999937
292,292,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,292.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,354.3078,343.065,333.6059,325.4782,318.4282,312.3752,307.3743,303.573,301.1689,300.3766,301.4058,304.4529,309.7038,317.3465,327.5916,340.704,357.0495,377.1657,401.8731,432.4592,173.0,473.0,452.8847,46.68239999999997,551.3671999999999,0.2968999999999937
293,293,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,293.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,198.4279,221.6229,241.8093,258.5665,271.8616,282.0061,289.5625,295.2344,299.7656,303.8662,308.1686,313.2144,319.4632,327.3192,337.1681,349.4242,364.5879,383.3241,406.5749,435.7413,473.0,351.0,499.5671,58.02970000000005,504.6848,0.2968999999999937
294,294,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,294.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,428.3989,392.4242,363.5922,341.1055,324.3755,312.7828,305.6029,302.0322,301.2596,302.5373,305.2262,308.8108,312.8914,317.1697,321.4409,325.6005,329.6652,333.8024,338.3546,343.851,171.0,471.0,557.5968,60.59089999999992,446.6551,0.2968999999999937
295,295,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,295.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,198.6045,223.7041,245.3251,262.943,276.5166,286.4209,293.3199,298.0245,301.371,304.1421,307.0311,310.6455,315.5315,322.2061,331.1862,343.0099,358.2602,377.6092,401.9126,432.3955,470.0,273.0,618.1877,63.440000000000055,386.0642,0.2968999999999937
296,296,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,296.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,426.4635,391.3408,363.185,341.1987,324.7804,313.2969,306.0121,302.111,300.7634,301.1829,302.66,304.5648,306.332,307.4445,307.4333,305.9026,302.5777,297.3647,290.4013,282.0761,173.0,473.0,681.6277,103.3524,322.6242,0.2968999999999937
297,297,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,297.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,200.1449,224.7992,245.9869,263.1723,276.2932,285.6965,292.0151,296.033,298.5722,300.4225,302.3151,304.9309,308.9255,314.9531,323.6758,335.7576,351.8585,372.6542,398.9265,431.7713,472.0,329.0,784.9801,73.25430000000006,219.2718,0.2968999999999937
298,298,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,298.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,427.8536,392.2314,363.6287,341.2183,324.3877,312.5066,304.8562,300.6542,299.122,299.5485,301.3275,303.9644,307.0619,310.3005,313.4287,316.2721,318.7589,320.9553,323.0941,325.5854,172.0,472.0,858.2344,81.5204,146.01749999999993,0.2968999999999937
299,299,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,299.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,199.2936,224.0855,245.3983,262.7014,275.9462,285.5,292.0216,296.3206,299.2397,301.5759,304.0477,307.2971,311.9132,318.4602,327.4992,339.6014,355.3638,375.448,400.6755,432.225,472.0,367.0,939.7548,64.49709999999993,64.49709999999993,0.2968999999999937
300,300,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,472.0,402.0,0.0,366.5289,911.7417,4.199400000000026
301,301,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,427.7957,391.8813,362.5473,338.8292,320.0691,305.6875,295.0947,287.6912,282.9159,280.3065,279.5495,280.5073,283.2191,287.8753,294.773,304.259,316.6768,332.3349,351.5181,374.561,319.0,472.0,366.5289,141.0462,545.2128,4.199400000000026
302,302,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,315.9828,313.6198,311.4253,309.0849,306.4791,303.6743,300.886,298.4295,296.6707,295.9887,296.7548,299.3264,304.0516,311.2784,321.365,334.6945,351.7016,372.9293,399.1379,431.5077,211.0,471.0,507.5751,56.05830000000003,404.1666,4.199400000000026
303,303,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,227.4432,242.407,255.4773,266.4386,275.2976,282.2662,287.7152,292.1155,295.9804,299.8205,304.1146,309.2976,315.763,323.878,334.0085,346.5557,362.0062,381.0055,404.4685,433.7585,473.0,473.0,563.6334,66.6608,348.1083,4.199400000000026
304,304,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,428.946,393.4519,364.961,342.6241,325.8414,314.0301,306.5465,302.7047,301.841,303.3828,306.8993,312.1245,318.9584,327.4551,337.8113,350.3637,365.6064,384.237,407.2483,436.0947,171.0,473.0,630.2942,38.11559999999997,281.4475,4.199400000000026
