,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1,t,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,u0,u1,L,inst_cost,ctg,path_diff
741,741,741.0,741.0,741.0,741.0,741.0,741.0,741.0,741.0,741.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,334.8853,321.0578,309.401,299.8274,292.226,286.4439,282.299,279.6131,278.2572,278.1954,279.5208,282.4764,287.4542,294.9714,305.6257,320.0392,338.8153,362.5412,391.8788,427.7948,345.0,472.0,358.7734,109.40320000000004,403.2764,14.8793
742,742,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,332.9023,322.6867,314.0988,306.9729,301.2107,296.7678,293.6428,291.8698,291.514,292.6681,295.4503,300.0037,306.4976,315.1323,326.1502,339.8582,356.6669,377.1574,402.1914,433.0977,375.0,471.0,468.1766,42.32729999999998,293.8732,14.8793
743,743,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,357.3791,342.8126,330.8655,321.2434,313.7343,308.1748,304.4337,302.408,302.0241,303.2425,306.0619,310.5234,316.7158,324.7837,334.9415,347.4968,362.8889,381.7495,405.0031,434.0363,359.0,471.0,510.5039,32.939400000000035,251.5459,14.8793
744,744,744.0,744.0,744.0,744.0,744.0,744.0,744.0,744.0,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,346.5359,336.3999,328.1848,321.6036,316.4647,312.6508,310.1026,308.8046,308.7734,310.0519,312.7065,316.8299,322.5485,330.0349,339.5268,351.3537,365.9767,384.0501,406.5189,434.7842,356.0,471.0,543.4433,34.29409999999996,218.6065,14.8793
745,745,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,344.4355,335.1091,327.6478,321.7813,317.3182,314.1293,312.1351,311.2978,311.6153,313.1178,315.8675,319.9613,325.5372,332.7846,341.9611,353.4173,367.6352,385.2875,407.3343,435.1865,352.0,472.0,577.7374,35.77920000000006,184.31240000000005,14.8793
746,746,746.0,746.0,746.0,746.0,746.0,746.0,746.0,746.0,746.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,341.4415,332.9771,326.2597,321.0355,317.123,314.3993,312.7892,312.2581,312.8068,314.4692,317.3124,321.4399,326.9981,334.1868,343.2757,354.6288,368.7423,386.3039,408.2894,436.1281,353.0,471.0,613.5166,36.302299999999946,148.53319999999997,14.8793
747,747,747.0,747.0,747.0,747.0,747.0,747.0,747.0,747.0,747.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,342.2032,333.5491,326.6948,321.3878,317.444,314.7328,313.1676,312.7003,313.3177,315.0407,317.9258,322.0683,327.6085,334.7426,343.7377,354.9572,368.8967,386.2437,407.9719,435.5034,351.0,473.0,649.8189,37.13310000000001,112.23090000000002,14.8793
748,748,748.0,748.0,748.0,748.0,748.0,748.0,748.0,748.0,748.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,340.696,332.4576,325.9501,320.9268,317.209,314.6725,313.2379,312.8649,313.5482,315.3166,318.2341,322.4036,327.9735,335.1487,344.2061,355.5189,369.5941,387.1314,409.1208,437.0088,353.0,472.0,686.952,37.30060000000003,75.0978,14.8793
749,749,749.0,749.0,749.0,749.0,749.0,749.0,749.0,749.0,749.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,342.2241,333.5946,326.7712,321.5031,317.6061,314.9482,313.44,313.0301,313.702,315.4736,318.3996,322.5742,328.1385,335.2903,344.3003,355.5362,369.5002,386.8877,408.6835,436.3255,353.0,471.0,724.2526,37.797199999999975,37.797199999999975,14.8793
750,750,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,350.0,472.0,0.0,358.9876,769.2521,15.159699999999988
751,751,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,751.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,334.1006,320.4525,308.9442,299.4915,291.9862,286.2781,282.1881,279.5415,278.2126,278.1686,279.5053,282.4678,287.4495,294.969,305.6245,320.0386,338.815,362.5411,391.8788,427.7948,344.0,473.0,358.9876,109.9033,410.26450000000006,15.159699999999988
752,752,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,752.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,332.0875,322.0245,313.5635,306.5434,300.8698,296.5007,293.437,291.7151,291.4023,292.5935,295.4096,299.9969,306.528,315.2067,326.2796,340.0576,356.9558,377.5607,402.7415,433.8392,374.0,471.0,468.8909,42.0838,300.36120000000005,15.159699999999988
753,753,753.0,753.0,753.0,753.0,753.0,753.0,753.0,753.0,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,356.5656,342.147,330.3198,320.7969,313.3713,307.8831,304.2039,302.2324,301.8963,303.1571,306.014,310.508,316.7278,324.817,334.9895,347.5522,362.9441,381.7976,405.0384,434.0548,359.0,473.0,510.9747,32.925700000000006,258.27740000000006,15.159699999999988
754,754,754.0,754.0,754.0,754.0,754.0,754.0,754.0,754.0,754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,346.496,336.3234,328.0781,321.4754,316.3249,312.5096,309.9694,308.6876,308.6801,309.9893,312.6822,316.8537,322.6337,330.1997,339.7953,351.7574,366.5557,384.8554,407.6166,436.2655,358.0,473.0,543.9004,34.92100000000005,225.35170000000005,15.159699999999988
755,755,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,345.9801,336.2766,328.5065,322.3931,317.7393,314.4097,312.319,311.4229,311.7134,313.2154,315.9873,320.1236,325.7613,333.0903,342.3703,353.956,368.3356,386.1922,408.5023,436.7039,355.0,473.0,578.8214,37.39580000000001,190.4307,15.159699999999988
756,756,756.0,756.0,756.0,756.0,756.0,756.0,756.0,756.0,756.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,343.8345,334.8722,327.7471,322.1918,318.0147,315.0844,313.318,312.6738,313.1459,314.7622,317.5842,321.7107,327.284,334.5007,343.6286,355.031,369.2059,386.8457,408.935,436.918,354.0,471.0,616.2172,38.04649999999992,153.0349,15.159699999999988
757,757,757.0,757.0,757.0,757.0,757.0,757.0,757.0,757.0,757.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,343.0896,334.3514,327.4296,322.0631,318.0623,315.2945,313.6734,313.1521,313.7194,315.3978,318.2446,322.3544,327.8666,334.9751,343.9449,355.1373,369.0465,386.3595,408.0506,435.5431,352.0,472.0,654.2637,38.243600000000015,114.98840000000008,15.159699999999988
758,758,758.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,341.5426,333.1843,326.5815,321.4812,317.6996,315.1089,313.6267,313.2106,313.8531,315.5815,318.4575,322.5821,328.101,335.2161,344.2008,355.4248,369.3907,386.7932,408.6146,436.2894,353.0,473.0,692.5073,38.33000000000004,76.74480000000005,15.159699999999988
759,759,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,342.2788,333.7001,326.9204,321.686,317.8113,315.1639,313.6557,313.2368,313.8932,315.6459,318.5528,322.7122,328.2692,335.4265,344.4598,355.7419,369.78,387.2748,409.2178,437.0575,352.0,473.0,730.8373,38.414800000000014,38.414800000000014,15.159699999999988
760,760,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,349.0,473.0,0.0,359.0546,1098.7394,21.013800000000003
761,761,761.0,761.0,761.0,761.0,761.0,761.0,761.0,761.0,761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,333.3157,319.8469,308.4872,299.1558,291.7469,286.1134,282.0795,279.4744,278.1763,278.1565,279.5152,282.5011,287.5119,295.0697,305.7765,320.2585,339.123,362.9615,392.4424,428.5441,473.0,171.0,359.0546,182.56210000000004,739.6848,21.013800000000003
762,762,762.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0,762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,430.8661,397.0018,369.5347,347.3683,329.7827,316.2138,306.1403,299.0318,294.3294,291.4332,289.6871,288.361,286.639,283.6289,278.4057,270.0971,258.0057,241.7495,221.3842,197.4639,271.0,471.0,541.6167,258.23119999999994,557.1226999999999,21.013800000000003
763,763,763.0,763.0,763.0,763.0,763.0,763.0,763.0,763.0,763.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,279.0292,286.3069,292.259,296.53,299.0134,299.8333,299.2928,297.8121,295.8782,294.0172,292.7941,292.8286,294.8119,299.5054,307.7101,320.2085,337.7038,360.7987,390.0721,426.3153,296.0,473.0,799.8479,79.73480000000006,298.89149999999995,21.013800000000003
764,764,764.0,764.0,764.0,764.0,764.0,764.0,764.0,764.0,764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,294.3053,293.0866,292.2775,291.8257,291.6976,291.8871,292.4263,293.3954,294.9284,297.2142,300.492,305.0423,311.1782,319.2376,329.5849,342.6249,358.8378,378.8459,403.5269,434.2072,367.0,471.0,879.5827,39.36939999999993,219.1566999999999,21.013800000000003
765,765,765.0,765.0,765.0,765.0,765.0,765.0,765.0,765.0,765.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,350.0245,335.9135,324.4145,315.3533,308.5731,303.9057,301.1698,300.1867,300.8016,302.9042,306.4434,311.4347,317.9639,326.1907,336.3563,348.8009,363.9971,382.6073,405.5817,434.3254,374.0,471.0,918.9521,31.54290000000003,179.78729999999996,21.013800000000003
766,766,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,357.698,344.3723,333.5549,324.9226,318.2454,313.355,310.1253,308.4627,308.3024,309.6098,312.3838,316.6634,322.5361,330.1493,339.7275,351.5963,366.2199,384.2598,406.6705,434.8631,357.0,471.0,950.495,37.0856,148.24439999999993,21.013800000000003
767,767,767.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,767.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,345.4924,336.2294,328.8049,322.9282,318.4008,315.0991,312.9586,311.9604,312.1204,313.4833,316.1196,320.1289,325.647,332.8581,342.0135,353.4576,367.6676,385.3129,407.3521,435.1957,351.0,472.0,987.5806,37.09140000000002,111.15879999999991,21.013800000000003
768,768,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,340.7643,332.5782,326.0928,321.0525,317.2762,314.6435,313.0846,312.5717,313.1137,314.7521,317.5612,321.6502,327.1696,334.3223,343.3794,354.7056,368.797,386.3407,408.3118,436.1387,352.0,472.0,1024.672,36.596900000000005,74.0673999999999,21.013800000000003
769,769,769.0,769.0,769.0,769.0,769.0,769.0,769.0,769.0,769.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,341.4328,332.9719,326.28,321.1085,317.2759,314.6537,313.1578,312.7423,313.3969,315.146,318.0499,322.2079,327.765,334.9221,343.9515,355.2213,369.2326,386.6786,408.5408,436.2536,353.0,473.0,1061.2689,37.4704999999999,37.4704999999999,21.013800000000003
770,770,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,352.0,473.0,0.0,358.4122,767.6802,15.5
771,771,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,771.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,335.6698,321.6629,309.8577,300.1633,292.4662,286.6108,282.4122,279.6892,278.3102,278.237,279.5618,282.5272,287.5259,295.077,305.7802,320.2603,339.1238,362.9618,392.4425,428.5441,347.0,473.0,358.4122,108.3489,409.268,15.5
772,772,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,772.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,334.5008,323.9526,315.09,307.7394,301.7967,297.212,293.979,292.1273,291.7178,292.8394,295.6071,300.1619,306.6715,315.3354,326.3961,340.1616,357.0448,377.6312,402.7903,433.8641,372.0,473.0,466.7611,41.61219999999997,300.9191,15.5
773,773,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,773.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,355.1248,341.1738,329.7294,320.508,313.3072,307.9748,304.3929,302.4733,302.158,303.4215,306.2752,310.771,317.0066,325.134,335.3747,348.0431,363.5863,382.6464,406.1634,435.5492,364.0,473.0,508.3733,33.609800000000064,259.30690000000004,15.5
774,774,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,774.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,350.3636,339.2606,330.2602,323.0596,317.4512,313.3,310.5257,309.0906,308.9903,310.2494,312.9197,317.0841,322.8634,330.4281,340.0171,351.9638,366.7365,385.0005,407.7177,436.3171,356.0,473.0,541.9831,36.0462,225.6971,15.5
775,775,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0,775.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,344.5688,335.3638,328.0017,322.2055,317.7819,314.6047,312.6012,311.7422,312.0347,313.5171,316.258,320.3593,325.9621,333.2584,342.5087,354.0671,368.4217,386.255,408.5431,436.7239,355.0,471.0,578.0293,37.107399999999984,189.6509,15.5
776,776,776.0,776.0,776.0,776.0,776.0,776.0,776.0,776.0,776.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,343.8251,334.8568,327.7315,322.1831,318.0198,315.1079,313.3615,312.7351,313.2191,314.8374,317.6483,321.7466,327.271,334.4135,343.4365,354.6975,368.687,386.0875,407.8695,435.4531,354.0,471.0,615.1367,38.04390000000001,152.5435,15.5
777,777,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,343.0914,334.355,327.4349,322.0695,318.069,315.3,313.6754,313.1477,313.7051,315.3701,318.2002,322.2915,327.785,334.8773,343.8364,355.0257,368.9414,386.2706,407.9864,435.5096,350.0,473.0,653.1806,37.95169999999996,114.4996,15.5
778,778,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,778.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,339.9831,331.9903,325.6874,320.8279,317.2345,314.7859,313.4073,313.064,313.7566,315.5195,318.4218,322.5703,328.1166,335.2677,344.302,355.5936,369.6498,387.1705,409.1454,437.0206,354.0,471.0,691.1323,37.45259999999996,76.54790000000003,15.5
779,779,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,779.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,343.0001,334.1861,327.2144,321.8311,317.8486,315.1302,313.5816,313.1453,313.7993,315.5564,318.4666,322.6204,328.1555,335.2664,344.2208,355.383,369.2513,386.5163,408.1557,435.5954,355.0,473.0,728.5849,39.09530000000007,39.09530000000007,15.5
780,780,780.0,780.0,780.0,780.0,780.0,780.0,780.0,780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,334.0,471.0,0.0,362.9291,891.1813,8.463599999999985
781,781,781.0,781.0,781.0,781.0,781.0,781.0,781.0,781.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,321.5129,310.727,301.5994,294.0904,288.1302,283.6113,280.4038,278.3865,277.4875,277.723,279.2303,282.2862,287.3073,294.8268,305.4516,319.8085,338.5022,362.1183,391.3138,427.0448,344.0,473.0,362.9291,117.8365,528.2521999999999,8.463599999999985
782,782,782.0,782.0,782.0,782.0,782.0,782.0,782.0,782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,331.5833,321.0625,312.2318,304.9583,299.1582,294.7829,291.812,290.2529,290.1417,291.5457,294.5646,299.3311,306.0119,314.8108,325.9778,339.8295,356.7868,377.4409,402.6649,433.802,350.0,471.0,480.7656,41.69300000000004,410.4157,8.463599999999985
783,783,783.0,783.0,783.0,783.0,783.0,783.0,783.0,783.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,337.7204,327.522,319.1366,312.3822,307.1369,303.3226,300.8941,299.8333,300.1468,301.8653,305.0445,309.7689,316.1577,324.3757,334.6497,347.2949,362.7552,381.6662,404.9561,434.0154,174.0,472.0,522.4586,43.43729999999994,368.7226999999999,8.463599999999985
784,784,784.0,784.0,784.0,784.0,784.0,784.0,784.0,784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,198.0958,220.111,239.3869,255.5747,268.6639,278.9441,286.9226,293.2259,298.5111,303.4013,308.4497,314.1316,320.8574,329.0009,338.9359,351.0817,365.9579,384.2573,406.9531,435.4722,446.0,398.0,565.8959,60.67650000000003,325.2854,8.463599999999985
785,785,785.0,785.0,785.0,785.0,785.0,785.0,785.0,785.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,407.7906,376.5683,351.4194,331.8511,317.4498,307.7136,302.0142,299.6411,299.8792,302.0828,305.7244,310.4134,315.8924,322.0246,328.7847,336.2602,344.6664,354.3719,365.9307,380.1212,254.0,466.0,626.5724,34.50389999999993,264.60889999999995,8.463599999999985
786,786,786.0,786.0,786.0,786.0,786.0,786.0,786.0,786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,264.6533,274.3595,282.6696,289.346,294.3886,298.01,300.5762,302.5349,304.3512,306.4632,309.2643,313.1075,318.3256,325.2564,334.2694,345.7901,360.3295,378.5322,401.2642,429.7758,374.0,473.0,661.0763,30.464500000000044,230.105,8.463599999999985
787,787,787.0,787.0,787.0,787.0,787.0,787.0,787.0,787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,355.4713,340.1635,327.8282,318.2839,311.3369,306.7509,304.2542,303.5706,304.4576,306.7391,310.326,315.2248,321.5368,329.4548,339.2635,351.3491,366.2269,384.5954,407.433,436.1701,319.0,433.0,691.5408,17.756200000000035,199.6405,8.463599999999985
788,788,788.0,788.0,788.0,788.0,788.0,788.0,788.0,788.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,315.1401,312.2292,310.0267,308.3721,307.1896,306.4794,306.3001,306.7459,307.9251,309.944,312.8981,316.8726,321.9519,328.2364,335.8677,345.0601,356.1404,369.5963,386.1372,406.7821,172.0,471.0,709.297,41.015199999999936,181.8843,8.463599999999985
789,789,789.0,789.0,789.0,789.0,789.0,789.0,789.0,789.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,196.3186,218.6052,238.243,254.8957,268.5335,279.3997,287.9383,294.7088,300.3099,305.3251,310.2936,315.7054,322.0129,329.6524,339.0713,350.7593,365.2894,383.3782,405.9864,434.4917,174.0,473.0,750.3122,140.8691,140.8691,8.463599999999985
790,790,790.0,790.0,790.0,790.0,790.0,790.0,790.0,790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,273.0,333.0,473.0,0.0,362.8871,904.1425,9.82159999999999
791,791,791.0,791.0,791.0,791.0,791.0,791.0,791.0,791.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,320.7242,310.1168,301.1385,293.7517,287.8892,283.4463,280.2966,278.3234,277.4593,277.7257,279.2655,282.3617,287.4368,295.0307,305.757,320.2491,339.1186,362.9595,392.4415,428.5438,345.0,473.0,362.8871,117.01270000000004,541.2554,9.82159999999999
792,792,792.0,792.0,792.0,792.0,792.0,792.0,792.0,792.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,332.3376,321.6099,312.6095,305.203,299.305,294.864,291.8558,290.2826,290.1752,291.5958,294.6389,299.4328,306.1397,314.9593,326.1382,339.9902,356.9348,377.5639,402.7524,433.8473,350.0,471.0,479.8998,41.34500000000003,424.2427,9.82159999999999
793,793,793.0,793.0,793.0,793.0,793.0,793.0,793.0,793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,337.7448,327.5687,319.2016,312.4604,307.2232,303.4121,300.9832,299.9199,300.23,301.9449,305.1209,309.8423,316.228,324.442,334.7108,347.349,362.8007,381.7014,404.98,434.0275,345.0,460.0,521.2448,25.00929999999994,382.8977,9.82159999999999
794,794,794.0,794.0,794.0,794.0,794.0,794.0,794.0,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,334.8184,326.51,319.7999,314.4942,310.4618,307.6216,305.9314,305.3799,305.9807,307.7689,310.8001,315.1537,320.9396,328.31,337.4779,348.7433,362.5318,379.45,400.3717,426.5774,325.0,417.0,546.2541,16.542500000000018,357.88840000000005,9.82159999999999
795,795,795.0,795.0,795.0,795.0,795.0,795.0,795.0,795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,319.4971,315.1853,311.8514,309.3434,307.5673,306.4799,306.0791,306.3914,307.4595,309.3332,312.0628,315.6986,320.2963,325.9298,332.7104,340.8151,350.521,362.246,376.5986,394.4434,173.0,471.0,562.7966,43.00429999999994,341.34590000000003,9.82159999999999
796,796,796.0,796.0,796.0,796.0,796.0,796.0,796.0,796.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,197.2152,219.393,238.9079,255.4179,268.891,279.5706,287.9029,294.4504,299.8161,304.5896,309.3194,314.5089,320.6285,328.1359,337.5004,349.2299,363.9066,382.2439,405.1849,434.079,179.0,471.0,605.8009,137.966,298.3416000000001,9.82159999999999
